"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","kclSampleID","kclSampleCode","incubationPairID","nTransBoutType","incubationLength","extractionStartDate","kclReferenceID","soilFreshMass","kclVolume","extractionEndDate","sampleCondition","remarks","processedBy","recordedBy","dataQF"
"c0e164ed-1e4a-4010-81e6-76b143e535e4","HARV_005.basePlot.bgc","D01","HARV","HARV_005","distributed","2018-04-17T17:36Z","NEON.DOC.014048vK","HARV_005-M-36-21-20180417","A00000001244","HARV_005-M-36-21-20180417-KCL","B00000006322","HARV_005-M-36-21","tInitial",0,"2018-04-18T15:16Z","HARV-20180418-BRef1",9.99,100,"2018-04-18T19Z","OK","","ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA
"86c3d923-fa95-4aa5-bdb6-970013743fa2","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed","2018-04-17T17:43Z","NEON.DOC.014048vK","HARV_021-O-16.5-6-20180417","A00000001282","HARV_021-O-16.5-6-20180417-KCL","B00000006309","HARV_021-O-16.5-6","tInitial",0,"2018-04-18T16:20Z","HARV-20180418-BRef1",10.1,100,"2018-04-18T19Z","OK","","ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA
"676c1dcb-7630-440c-a8b7-c4874fb4c051","HARV_005.basePlot.bgc","D01","HARV","HARV_005","distributed","2018-04-17T17:48Z","NEON.DOC.014048vK","HARV_005-M-21.5-5.5-20180417","A00000001246","HARV_005-M-21.5-5.5-20180417-KCL","B00000006276","HARV_005-M-21.5-5.5","tInitial",0,"2018-04-18T13:22Z","HARV-20180418-BRef1",10.01,100,"2018-04-18T18Z","OK","","ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA
"10bec2d4-960a-4b96-96f9-40eb8659463d","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed","2018-04-17T17:52Z","NEON.DOC.014048vK","HARV_021-M-16.5-6-20180417","A00000001261","HARV_021-M-16.5-6-20180417-KCL","B00000006319","HARV_021-M-16.5-6","tInitial",0,"2018-04-18T14:26Z","HARV-20180418-BRef1",10.04,100,"2018-04-18T18Z","OK","","ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA
"d8a879be-7799-4fa2-ba34-d0470c5c9120","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed","2018-04-17T18:10Z","NEON.DOC.014048vK","HARV_021-O-28.5-1-20180417","A00000001281","HARV_021-O-28.5-1-20180417-KCL","B00000006285","HARV_021-O-28.5-1","tInitial",0,"2018-04-18T16:15Z","HARV-20180418-BRef1",10.1,100,"2018-04-18T19Z","OK","","ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA
"ed3b6b78-c65a-40fb-8ada-e3f996e7aec9","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed","2018-04-17T18:21Z","NEON.DOC.014048vK","HARV_021-M-28.5-1-20180417","A00000001260","HARV_021-M-28.5-1-20180417-KCL","B00000006320","HARV_021-M-28.5-1","tInitial",0,"2018-04-18T14:08Z","HARV-20180418-BRef1",10.09,100,"2018-04-18T18Z","OK","","ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA
"5a3d8759-5638-4c72-877b-8d58dbd42cc7","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed","2018-04-18T14:26Z","NEON.DOC.014048vK","HARV_013-O-10.5-37-20180418","A00000001284","HARV_013-O-10.5-37-20180418-KCL","B00000006288","HARV_013-O-10.5-37","tInitial",0,"2018-04-19T15:00Z","HARV-20180419-BRef1",10.02,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"98040f0b-4519-4130-85d2-bfa8e3d2a11b","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed","2018-04-18T14:33Z","NEON.DOC.014048vK","HARV_013-M-10.5-37-20180418","A00000001263","HARV_013-M-10.5-37-20180418-KCL","B00000006273","HARV_013-M-10.5-37","tInitial",0,"2018-04-19T15:36Z","HARV-20180419-BRef1",10.24,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"4e8d7ab8-00ae-4ffe-9eef-2f103e9d1d38","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower","2018-04-18T14:41Z","NEON.DOC.014048vK","HARV_033-M-14.5-0-20180418","A00000001258","HARV_033-M-14.5-0-20180418-KCL","B00000006283","HARV_033-M-14.5-0","tInitial",0,"2018-04-19T17:06Z","HARV-20180419-BRef1",10.36,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"9e3bbc00-7ed1-43ee-ad1c-21a845e89947","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed","2018-04-18T14:53Z","NEON.DOC.014048vK","HARV_013-O-30-30.5-20180418","A00000001267","HARV_013-O-30-30.5-20180418-KCL","B00000006282","HARV_013-O-30-30.5","tInitial",0,"2018-04-19T15:27Z","HARV-20180419-BRef1",10.01,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"0fad00c1-f2d7-4212-88cc-86da3410d513","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed","2018-04-18T15:03Z","NEON.DOC.014048vK","HARV_013-M-30-30.5-20180418","A00000001264","HARV_013-M-30-30.5-20180418-KCL","B00000006280","HARV_013-M-30-30.5","tInitial",0,"2018-04-19T15:46Z","HARV-20180419-BRef1",10.08,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"9e4d6f33-a023-4cf3-8be3-cd69e1649e1d","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower","2018-04-18T15:14Z","NEON.DOC.014048vK","HARV_033-O-0-32.5-20180418","A00000001241","HARV_033-O-0-32.5-20180418-KCL","B00000006327","HARV_033-O-0-32.5","tInitial",0,"2018-04-19T15:21Z","HARV-20180419-BRef1",10.25,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"dc26d385-24a0-4855-b8df-d20b56616af3","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed","2018-04-18T15:15Z","NEON.DOC.014048vK","HARV_013-O-24.5-7.5-20180418","A00000001266","HARV_013-O-24.5-7.5-20180418-KCL","B00000006274","HARV_013-O-24.5-7.5","tInitial",0,"2018-04-19T15:24Z","HARV-20180419-BRef1",10.14,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"3c39c786-ff7a-45f3-87a3-206f82589fc5","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed","2018-04-18T15:27Z","NEON.DOC.014048vK","HARV_013-M-24.5-7.5-20180418","A00000001265","HARV_013-M-24.5-7.5-20180418-KCL","B00000006281","HARV_013-M-24.5-7.5","tInitial",0,"2018-04-19T17:11Z","HARV-20180419-BRef1",10.21,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"07b824cd-5f51-46d9-acc2-00af526ea427","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower","2018-04-18T15:30Z","NEON.DOC.014048vK","HARV_033-M-0-32.5-20180418","A00000001259","HARV_033-M-0-32.5-20180418-KCL","B00000006290","HARV_033-M-0-32.5","tInitial",0,"2018-04-19T17:41Z","HARV-20180419-BRef1",10.33,100,"2018-04-19T20Z","OK","I think try y to","scook@battelleecology.org","dmikros@battelleecology.org",NA
"6abe332c-355f-4dfd-9706-44ff46fd00b6","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed","2018-04-18T16:22Z","NEON.DOC.014048vK","HARV_004-O-0.5-26.5-20180418","A00000001248","HARV_004-O-0.5-26.5-20180418-KCL","B00000006270","HARV_004-O-0.5-26.5","tInitial",0,"2018-04-19T16:54Z","HARV-20180419-BRef1",10.25,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"78069ddd-d2f3-4ee9-a485-b3bcf6f2d014","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed","2018-04-18T16:31Z","NEON.DOC.014048vK","HARV_004-M-0.5-26.5-20180418","A00000001231","HARV_004-M-0.5-26.5-20180418-KCL","B00000006324","HARV_004-M-0.5-26.5","tInitial",0,"2018-04-19T14:31Z","HARV-20180419-BRef1",9.97,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"71323f88-e094-42dc-95b4-0ffab9750dd2","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower","2018-04-18T16:36Z","NEON.DOC.014048vK","HARV_033-O-31.5-30-20180418","A00000001280","HARV_033-O-31.5-30-20180418-KCL","B00000006325","HARV_033-O-31.5-30","tInitial",0,"2018-04-19T15:08Z","HARV-20180419-BRef1",10.18,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"a071a57d-800b-4c46-9918-5a531a7c1284","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower","2018-04-18T16:40Z","NEON.DOC.014048vK","HARV_033-M-31.5-30-20180418","A00000001240","HARV_033-M-31.5-30-20180418-KCL","B00000006292","HARV_033-M-31.5-30","tInitial",0,"2018-04-19T17:51Z","HARV-20180419-BRef1",10.04,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"78eb5ba1-832c-4df2-abff-e9f3a423c779","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed","2018-04-18T16:53Z","NEON.DOC.014048vK","HARV_004-O-36-30.5-20180418","A00000001249","HARV_004-O-36-30.5-20180418-KCL","B00000006306","HARV_004-O-36-30.5","tInitial",0,"2018-04-19T16:48Z","HARV-20180419-BRef1",10.24,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"177dfab3-4647-4eda-a1cf-003378439481","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed","2018-04-18T17:07Z","NEON.DOC.014048vK","HARV_004-M-36-30.5-20180418","A00000001230","HARV_004-M-36-30.5-20180418-KCL","B00000006277","HARV_004-M-36-30.5","tInitial",0,"2018-04-19T15:49Z","HARV-20180419-BRef1",10.05,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"b0945188-e642-4d02-8790-6c3597cf4002","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed","2018-04-18T17:22Z","NEON.DOC.014048vK","HARV_004-O-21-0-20180418","A00000001250","HARV_004-O-21-0-20180418-KCL","B00000006323","HARV_004-O-21-0","tInitial",0,"2018-04-19T15:11Z","HARV-20180419-BRef1",10,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"b1aad9b9-c3f5-4a69-96ca-aae881bf41b2","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed","2018-04-18T17:32Z","NEON.DOC.014048vK","HARV_004-M-21-0-20180418","A00000001229","HARV_004-M-21-0-20180418-KCL","B00000006315","HARV_004-M-21-0","tInitial",0,"2018-04-19T16:57Z","HARV-20180419-BRef1",10.23,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"c59d6bd6-bf32-46ab-9328-b4609e2e4d5a","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower","2018-04-18T18:02Z","NEON.DOC.014048vK","HARV_034-O-7-1-20180418","A00000001277","HARV_034-O-7-1-20180418-KCL","B00000006305","HARV_034-O-7-1","tInitial",0,"2018-04-19T16:51Z","HARV-20180419-BRef1",10.23,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"3c26780f-ec67-450a-ab0b-0adf69e1fae5","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower","2018-04-18T18:12Z","NEON.DOC.014048vK","HARV_034-M-7-1-20180418","A00000001276","HARV_034-M-7-1-20180418-KCL","B00000006318","HARV_034-M-7-1","tInitial",0,"2018-04-19T15:32Z","HARV-20180419-BRef1",10.11,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"a7253484-ac80-47c5-bbc7-88320e5c432c","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed","2018-04-18T18:26Z","NEON.DOC.014048vK","HARV_001-O-37.5-12.5-20180418","A00000001226","HARV_001-O-37.5-12.5-20180418-KCL","B00000006303","HARV_001-O-37.5-12.5","tInitial",0,"2018-04-19T15:01Z","HARV-20180419-BRef1",10.04,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"91025cfc-e4e9-449d-be78-cae561a09bd9","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed","2018-04-18T18:36Z","NEON.DOC.014048vK","HARV_001-M-37.5-12.5-20180418","A00000001223","HARV_001-M-37.5-12.5-20180418-KCL","B00000006279","HARV_001-M-37.5-12.5","tInitial",0,"2018-04-19T14:42Z","HARV-20180419-BRef1",10.03,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"4c0bb99f-1e83-4898-b12d-cf4dcd37c84d","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower","2018-04-18T18:37Z","NEON.DOC.014048vK","HARV_034-O-10-36-20180418","A00000001273","HARV_034-O-10-36-20180418-KCL","B00000006310","HARV_034-O-10-36","tInitial",0,"2018-04-19T15:39Z","HARV-20180419-BRef1",10.14,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"5ed26408-005a-4800-898c-b268a675f727","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower","2018-04-18T18:43Z","NEON.DOC.014048vK","HARV_034-M-10-36-20180418","A00000001274","HARV_034-M-10-36-20180418-KCL","B00000006314","HARV_034-M-10-36","tInitial",0,"2018-04-19T17:31Z","HARV-20180419-BRef1",10.2,100,"2018-04-19T19Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"d05c01b6-3173-4c7c-b366-85256d3328c0","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed","2018-04-18T18:50Z","NEON.DOC.014048vK","HARV_001-O-28-35-20180418","A00000001222","HARV_001-O-28-35-20180418-KCL","B00000006301","HARV_001-O-28-35","tInitial",0,"2018-04-19T15:16Z","HARV-20180419-BRef1",10.09,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"484d8f7c-7a58-4393-9b04-00e2e53d7c37","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed","2018-04-18T19:03Z","NEON.DOC.014048vK","HARV_001-M-28-35-20180418","A00000001224","HARV_001-M-28-35-20180418-KCL","B00000006286","HARV_001-M-28-35","tInitial",0,"2018-04-19T14:52Z","HARV-20180419-BRef1",10.24,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"87132eb5-7575-49c9-ab93-f6b1b18c5a6c","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower","2018-04-18T19:04Z","NEON.DOC.014048vK","HARV_034-O-26-8-20180418","A00000001278","HARV_034-O-26-8-20180418-KCL","B00000006311","HARV_034-O-26-8","tInitial",0,"2018-04-19T15:44Z","HARV-20180419-BRef1",10.37,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"5443753b-48bd-47d7-8d02-ad1bab15f436","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower","2018-04-18T19:15Z","NEON.DOC.014048vK","HARV_034-M-26-8-20180418","A00000001275","HARV_034-M-26-8-20180418-KCL","B00000006317","HARV_034-M-26-8","tInitial",0,"2018-04-19T17:14Z","HARV-20180419-BRef1",10.03,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"33d27fb9-3add-4aeb-8549-81ed28e99095","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed","2018-04-18T19:15Z","NEON.DOC.014048vK","HARV_001-O-9-34.5-20180418","A00000001225","HARV_001-O-9-34.5-20180418-KCL","B00000006304","HARV_001-O-9-34.5","tInitial",0,"2018-04-19T17:02Z","HARV-20180419-BRef1",10.31,100,"2018-04-19T20Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"aa9059ff-67e0-421e-9d05-3e70137ef640","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed","2018-04-18T19:25Z","NEON.DOC.014048vK","HARV_001-M-9-34.5-20180418","A00000001221","HARV_001-M-9-34.5-20180418-KCL","B00000006302","HARV_001-M-9-34.5","tInitial",0,"2018-04-19T14:48Z","HARV-20180419-BRef1",10.16,100,"2018-04-19T18Z","OK","","scook@battelleecology.org","dmikros@battelleecology.org",NA
"a3ca3ed8-44c9-4717-9032-6568b6acda6d","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower","2018-04-19T12:13Z","NEON.DOC.014048vK","HARV_035-O-0.5-36.5-20180419","A00000001272","HARV_035-O-0.5-36.5-20180419-KCL","B00000006298","HARV_035-O-0.5-36.5","tInitial",0,"2018-04-20T13:29Z","HARV-20180420-BRef1",10.35,100,"2018-04-20T16Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"1446817a-3d4a-41f0-accf-3e43a8cb60d3","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower","2018-04-19T12:17Z","NEON.DOC.014048vK","HARV_035-M-0.5-36.5-20180419","A00000001255","HARV_035-M-0.5-36.5-20180419-KCL","B00000006295","HARV_035-M-0.5-36.5","tInitial",0,"2018-04-20T14:13Z","HARV-20180420-BRef1",10.04,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"8a23be91-96a8-4cfd-893f-bdbe29339cb9","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower","2018-04-19T12:43Z","NEON.DOC.014048vK","HARV_035-M-4.5-5-20180419","A00000001271","HARV_035-M-4.5-5-20180419-KCL","B00000006316","HARV_035-M-4.5-5","tInitial",0,"2018-04-20T13:54Z","HARV-20180420-BRef1",10.03,100,"2018-04-20T16Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"5a14c426-9006-4621-aaf1-5d2618ef0eb3","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower","2018-04-19T12:44Z","NEON.DOC.014048vK","HARV_035-O-4.5-5-20180419","A00000001257","HARV_035-O-4.5-5-20180419-KCL","B00000006294","HARV_035-O-4.5-5","tInitial",0,"2018-04-20T13:35Z","HARV-20180420-BRef1",10.11,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"8e54fe1a-9c55-4ca0-99fc-6d5629437f83","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower","2018-04-19T13:16Z","NEON.DOC.014048vK","HARV_035-O-25.5-9-20180419","A00000001256","HARV_035-O-25.5-9-20180419-KCL","B00000006289","HARV_035-O-25.5-9","tInitial",0,"2018-04-20T13:40Z","HARV-20180420-BRef1",10.05,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"74fe995f-24a7-4e89-9206-72b307287c6f","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower","2018-04-19T13:28Z","NEON.DOC.014048vK","HARV_035-M-25.5-9-20180419","A00000001254","HARV_035-M-25.5-9-20180419-KCL","B00000006313","HARV_035-M-25.5-9","tInitial",0,"2018-04-20T14:22Z","HARV-20180420-BRef1",10.16,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"22a26df7-d231-4927-8244-70f3982857b4","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower","2018-04-19T13:59Z","NEON.DOC.014048vK","HARV_037-O-30-22-20180419","A00000001270","HARV_037-O-30-22-20180419-KCL","B00000006293","HARV_037-O-30-22","tInitial",0,"2018-04-20T13:10Z","HARV-20180420-BRef1",10,100,"2018-04-20T16Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"7828d179-576b-4d07-81d0-be4a691baeca","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower","2018-04-19T14:00Z","NEON.DOC.014048vK","HARV_037-M-30-22-20180419","A00000001251","HARV_037-M-30-22-20180419-KCL","B00000006299","HARV_037-M-30-22","tInitial",0,"2018-04-20T13:45Z","HARV-20180420-BRef1",10.14,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"47553650-d6fb-4287-b0c5-eb3192f4c869","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower","2018-04-19T14:38Z","NEON.DOC.014048vK","HARV_037-O-35-17.5-20180419","A00000001252","HARV_037-O-35-17.5-20180419-KCL","B00000006296","HARV_037-O-35-17.5","tInitial",0,"2018-04-20T13:14Z","HARV-20180420-BRef1",10.37,100,"2018-04-20T16Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"046f1695-96dd-4eb7-baf0-8f1b6e18ec02","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower","2018-04-19T15:55Z","NEON.DOC.014048vK","HARV_037-M-35-17.5-20180419","A00000001269","HARV_037-M-35-17.5-20180419-KCL","B00000006300","HARV_037-M-35-17.5","tInitial",0,"2018-04-20T14:00Z","HARV-20180420-BRef1",10.19,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"bee7c558-5b9b-4dad-9295-240c4921fb51","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower","2018-04-19T16:12Z","NEON.DOC.014048vK","HARV_037-O-10-4.5-20180419","A00000001253","HARV_037-O-10-4.5-20180419-KCL","B00000006297","HARV_037-O-10-4.5","tInitial",0,"2018-04-20T13:04Z","HARV-20180420-BRef1",10.38,100,"2018-04-20T17Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"226e5370-5097-4999-b5e6-fd2255e4aa34","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower","2018-04-19T16:15Z","NEON.DOC.014048vK","HARV_037-M-10-4.5-20180419","A00000001268","HARV_037-M-10-4.5-20180419-KCL","B00000006312","HARV_037-M-10-4.5","tInitial",0,"2018-04-20T14:08Z","HARV-20180420-BRef1",10.11,100,"2018-04-20T16Z","OK","","scook@battelleecology.org","scook@battelleecology.org",NA
"e400a640-dbe3-44ff-8c7d-7af96fa3cf61","HARV_002.basePlot.bgc","D01","HARV","HARV_002","distributed","2018-05-07T16:28Z","NEON.DOC.014048vK","HARV_002-M-9.5-1.5-20180507","A00000000620","HARV_002-M-9.5-1.5-20180507-KCL","B00000007138","HARV_002-M-9.5-1.5","tFinal",20.1,"2018-05-08T14:22Z","HARV-20180508-BRef1",10.35,100,"2018-05-08T18Z","OK",NA,"gvanscoy@field-ops.org","jwebber@field-ops.org",NA
