"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","samplingProtocolVersion","collectDate","subplotID","sampleType","samplingMethod","sampleCondition","vstTag","tagID","individualID","taxonID","scientificName","plantStatus","clipCellNumber","clipID","clipLength","clipWidth","percentCoverClip","toxicodendronPossible","sampleID","sampleCode","subsample1Height","subsample2Height","subsample3Height","chlorophyllSampleID","chlorophyllSampleCode","chlorophyllSampleCondition","collectedBy","recordedBy","remarks","dataQF"
"8ed70903-e5ea-4305-ad68-7641a4c2cb82","HARV_013.basePlot.cfc","D01","HARV","HARV_013","distributed","evergreenForest","WGS84",42.39229,-72.25461,20.2,184.3,0.33,"NEON.DOC.001024vE","2018-09-05T16:06Z","31","Woody individual","line launcher",NA,"Y","1146","NEON.PLA.D01.HARV.01146","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccdU9XU1geX3p7dBL1yeO83xJfU2OND+zK4=","A00000000780",22.8,NA,NA,"AVQkM2txccdU9XU1geX3p7dBL1yeO83xk/bouhWA5IQ=","D00000007979",NA,"jlerner@battelleecology.org","gvanscoy@field-ops.org","",NA
"689653a4-fc3a-4c43-8605-6beef745a5e4","HARV_006.basePlot.cfc","D01","HARV","HARV_006","distributed","deciduousForest","WGS84",42.403097,-72.253722,20.2,188.5,0.33,"NEON.DOC.001024vE","2018-09-05T18:04Z","31","Woody individual","line launcher",NA,"Y","1779","NEON.PLA.D01.HARV.01779","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccff87SxuZNcE+iY147qeowcrBke51Z5alM=","A00000000765",17.3,NA,NA,"AVQkM2txccff87SxuZNcE+iY147qeowcfWOIYRLftFk=","D00000007984",NA,"jlerner@battelleecology.org","gvanscoy@field-ops.org","",NA
"389927b7-cd46-4f9c-9770-12f4d358c44c","HARV_006.basePlot.cfc","D01","HARV","HARV_006","distributed","deciduousForest","WGS84",42.403097,-72.253722,20.2,188.5,0.33,"NEON.DOC.001024vE","2018-09-06T13:01Z","31","Woody individual","line launcher",NA,"Y","1176","NEON.PLA.D01.HARV.01176","QUAL","Quercus alba L.","Insect damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txcccbfq2mByGOeXPHFFcT7zucTX5MUkVCdZs=","A00000000747",12.2,NA,NA,"AVQkM2txcccbfq2mByGOeXPHFFcT7zucXukXAzNK/EQ=","D00000008019",NA,"Mbara@battelleecology.org","gvanscoy@field-ops.org","",NA
"65d9aa0f-1758-4051-8eca-2ecf32097be3","HARV_006.basePlot.cfc","D01","HARV","HARV_006","distributed","deciduousForest","WGS84",42.403097,-72.253722,20.2,188.5,0.33,"NEON.DOC.001024vE","2018-09-06T14:34Z","31","Woody individual","line launcher",NA,"Y","1163","NEON.PLA.D01.HARV.01163","QUVE","Quercus velutina Lam.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccenLB73JxEdacLoLcwaSeCKrDi+Yo1Cuyg=","A00000000764",14.5,NA,NA,"AVQkM2txccenLB73JxEdacLoLcwaSeCKVyfJWp3MM4I=","D00000008013",NA,"Mbara@battelleecology.org","gvanscoy@field-ops.org","Originally recorded as a QURU",NA
"90157140-3694-41be-bfbf-e938074800b4","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","mixedForest","WGS84",42.427091,-72.229737,20.2,199.7,0.18,"NEON.DOC.001024vE","2018-09-06T16:56Z","31","Woody individual","line launcher",NA,"Y","1928","NEON.PLA.D01.HARV.01928","ACRU","Acer rubrum L.","Disease damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txccfoJDNLYOYIVdYKO96X0hP5YNhoGUjrzdg=","A00000000743",19.5,NA,NA,"AVQkM2txccfoJDNLYOYIVdYKO96X0hP5qNBjBC9Klnw=","D00000007992",NA,"Mbara@battelleecology.org","gvanscoy@field-ops.org","",NA
"b6cfc53b-6d8c-4bd9-96b0-b7a99cb503ec","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","mixedForest","WGS84",42.427091,-72.229737,20.2,199.7,0.18,"NEON.DOC.001024vE","2018-09-06T18:11Z","31","Woody individual","line launcher",NA,"Y","1913","NEON.PLA.D01.HARV.01913","CAOV2","Carya ovata (Mill.) K. Koch","Disease damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txccfr8sOhlxEHYwQ7kBCYQdB7W5OTZwMQwvE=","A00000000758",12.7,NA,NA,"AVQkM2txccfr8sOhlxEHYwQ7kBCYQdB7kGfPBInV5WLU54xAzu4PYw==","D00000007990",NA,"Mbara@battelleecology.org","gvanscoy@field-ops.org","",NA
"70470159-a2be-4b9a-8284-b32785e1bffe","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","mixedForest","WGS84",42.427091,-72.229737,20.2,199.7,0.18,"NEON.DOC.001024vE","2018-09-07T14:22Z","31","Woody individual","line launcher",NA,"Y","1937","NEON.PLA.D01.HARV.01937","QUAL","Quercus alba L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcccSmS/+trysX9MD/YSgk8+T4vjMfdPDA4I=","A00000000767",17.2,NA,NA,"AVQkM2txcccSmS/+trysX9MD/YSgk8+Ta5utHpXhGbA=","D00000007986",NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org","",NA
"2709a648-6765-4e65-9275-6521eaca3e73","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","mixedForest","WGS84",42.424733,-72.2546,20.1,206.5,0.15,"NEON.DOC.001024vE","2018-09-07T17:11Z","31","Woody individual","line launcher",NA,"Y","1397","NEON.PLA.D01.HARV.01397","PIST","Pinus strobus L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=","A00000000790",16.7,NA,NA,"AVQkM2txcccPybg3jdEvENrtT75oYMHcdsYMXBGTcTo=","D00000008001",NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org","",NA
"71269905-8d00-4407-8c1e-5a8220033278","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","mixedForest","WGS84",42.424733,-72.2546,20.1,206.5,0.15,"NEON.DOC.001024vE","2018-09-07T17:18Z","31","Woody individual","line launcher",NA,"Y","1660","NEON.PLA.D01.HARV.01660","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=","A00000000759",19.6,NA,NA,"AVQkM2txcccewditTwq1KuTCeBLO/0I6sqiSgBniULw=","D00000007974",NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org","",NA
"2fdfe5a7-1076-4ac9-991f-0a863ebaccb0","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","mixedForest","WGS84",42.424733,-72.2546,20.1,206.5,0.15,"NEON.DOC.001024vE","2018-09-07T18:21Z","31","Woody individual","line launcher",NA,"Y","1650","NEON.PLA.D01.HARV.01650","TSCA","Tsuga canadensis (L.) Carrière","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=","A00000000766",5.5,NA,NA,"AVQkM2txcccWZgV/vveh/oF23uonq/Xm+8JAhaJG1Wg=","D00000007985",NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org","",NA
"3a68093d-f371-49a4-a9b8-d76b6b919a28","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","evergreenForest","WGS84",42.434194,-72.198778,20.2,188.1,0.21,"NEON.DOC.001024vE","2018-09-10T15:13Z","31","Woody individual","line launcher",NA,"Y","1422","NEON.PLA.D01.HARV.01422","PIST","Pinus strobus L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=","A00000000789",18.4,NA,NA,"AVQkM2txccc6noxeRrSOsudACi5yacTWbR9ErTqo2nQ=","D00000007975",NA,"gvanscoy@field-ops.org","muffenbeck@battelleecology.org","",NA
"2ed86de0-d98b-44dc-be85-984b78bbc5d2","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","evergreenForest","WGS84",42.434194,-72.198778,20.2,188.1,0.21,"NEON.DOC.001024vE","2018-09-10T16:11Z","31","Woody individual","line launcher",NA,"Y","1226","NEON.PLA.D01.HARV.01226","PIST","Pinus strobus L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=","A00000000751",18.8,NA,NA,"AVQkM2txccc6noxeRrSOspAHhVexlzM83ihk2PSAZ3E=","D00000008000",NA,"gvanscoy@field-ops.org","muffenbeck@battelleecology.org","",NA
"90f292f2-ccc1-4d5d-a02b-29b6f0cc0752","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","evergreenForest","WGS84",42.434194,-72.198778,20.2,188.1,0.21,"NEON.DOC.001024vE","2018-09-10T17:31Z","31","Woody individual","line launcher",NA,"Y","1410","NEON.PLA.D01.HARV.01410","PIST","Pinus strobus L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=","A00000000749",17.2,NA,NA,"AVQkM2txccc6noxeRrSOstsf5AN8gGYTCQBmmI3PnTM=","D00000007994",NA,"gvanscoy@field-ops.org","muffenbeck@battelleecology.org","",NA
"20ae932c-cb59-40e5-873b-5144be7c10ae","HARV_037.basePlot.cfc","D01","HARV","HARV_037","tower","evergreenForest","WGS84",42.537318,-72.17932,20.2,364.6,0.29,"NEON.DOC.001024vE","2018-09-10T19:01Z","41","Woody individual","line launcher",NA,"Y","5180","NEON.PLA.D01.HARV.05180","TSCA","Tsuga canadensis (L.) Carrière","Insect damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=","A00000000785",17.3,NA,NA,"AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ7y/4zzIY57E=","D00000007988",NA,"gvanscoy@field-ops.org","muffenbeck@battelleecology.org","Hemlock woolly adelgid",NA
"f953f2ca-6a97-44a3-9e87-33bc5bc166c6","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","evergreenForest","WGS84",42.45244,-72.2505,20.1,174.6,0.16,"NEON.DOC.001024vE","2018-09-11T13:40Z","31","Woody individual","line launcher",NA,"Y","2829","NEON.PLA.D01.HARV.02829","ACRU","Acer rubrum L.","Disease damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=","A00000000776",3.9,NA,NA,"AVQkM2txcceHQFirHzLlz4nW78zFSrJxJUznbcKpMhs=","D00000007991",NA,"gvanscoy@field-ops.org","jwebber@field-ops.org","",NA
"a9c1ab52-347b-422d-9ff4-b2ec1c2074e5","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","evergreenForest","WGS84",42.45244,-72.2505,20.1,174.6,0.16,"NEON.DOC.001024vE","2018-09-11T16:34Z","31","Woody individual","line launcher",NA,"Y","5565","NEON.PLA.D01.HARV.05565","PIST","Pinus strobus L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=","A00000000791",17.6,NA,NA,"AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHSfyHVzTZlUM=","D00000007978",NA,"gvanscoy@field-ops.org","jwebber@field-ops.org","",NA
"5033e289-ae3f-4ea2-b94f-896bd8c5084d","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","evergreenForest","WGS84",42.45244,-72.2505,20.1,174.6,0.16,"NEON.DOC.001024vE","2018-09-11T17:39Z","31","Woody individual","line launcher",NA,"Y","2549","NEON.PLA.D01.HARV.02549","PIST","Pinus strobus L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=","A00000000787",18.2,NA,NA,"AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBw6mXlEWFqcs=","D00000007977",NA,"gvanscoy@field-ops.org","jwebber@field-ops.org","",NA
"b47b9638-3b31-4a98-8f2b-6063fd3d2071","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","deciduousForest","WGS84",42.424254,-72.258286,20.2,190.6,0.3,"NEON.DOC.001024vE","2018-09-12T13:32Z","31","Woody individual","line launcher",NA,"Y","1053","NEON.PLA.D01.HARV.01053","BELE","Betula lenta L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=","A00000000761",10.4,NA,NA,"AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtOjHnNa+XxKcE=","D00000008004",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"21efef25-7df9-44b2-bc54-7491c0933cf1","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","deciduousForest","WGS84",42.424254,-72.258286,20.2,190.6,0.3,"NEON.DOC.001024vE","2018-09-12T14:25Z","31","Woody individual","line launcher",NA,"Y","1059","NEON.PLA.D01.HARV.01059","ACRU","Acer rubrum L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=","A00000000748",8.3,NA,NA,"AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs5qDdK2dRN9Y=","D00000007989",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"722a23ac-d7d3-41a6-9889-a708a4d9a065","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","deciduousForest","WGS84",42.424254,-72.258286,20.2,190.6,0.3,"NEON.DOC.001024vE","2018-09-12T15:04Z","31","Woody individual","line launcher",NA,"Y","1054","NEON.PLA.D01.HARV.01054","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=","A00000000779",17.9,NA,NA,"AVQkM2txccffTtmrmjG0vVZY8OLPbga3nJ2mJEVWpGY=","D00000008005",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"7e04736d-53f6-4900-a08a-461f875742d8","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","deciduousForest","WGS84",42.48948,-72.2752,20.1,187.7,0.19,"NEON.DOC.001024vE","2018-09-12T17:31Z","31","Woody individual","line launcher",NA,"Y","1532","NEON.PLA.D01.HARV.01532","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=","A00000000777",20.3,NA,NA,"AVQkM2txcccKiof8yXpZAHuQDF5jQZnUm4ggpq8z3Q0=","D00000008008",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"80fde5e6-2579-4ac0-a012-2fd85150d18d","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","deciduousForest","WGS84",42.48948,-72.2752,20.1,187.7,0.19,"NEON.DOC.001024vE","2018-09-12T18:02Z","31","Woody individual","line launcher",NA,"Y","1559","NEON.PLA.D01.HARV.01559","ACRU","Acer rubrum L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=","A00000000782",13.9,NA,NA,"AVQkM2txcceHcJqM/wRpOotLqLf5uwVmi3LVDLB2JZ4=","D00000008007",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"a7891b5f-a5ff-4c3f-a4dd-14dc4457c2d7","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","deciduousForest","WGS84",42.48948,-72.2752,20.1,187.7,0.19,"NEON.DOC.001024vE","2018-09-12T18:43Z","31","Woody individual","line launcher",NA,"Y","1545","NEON.PLA.D01.HARV.01545","QURU","Quercus rubra L.","Insect damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=","A00000000741",17.3,NA,NA,"AVQkM2txcccKiof8yXpZAIZh3QZPb/WrwOYxNoOaS9s=","D00000008009",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"407219d6-3a96-4bac-9a6b-4bca77467783","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","deciduousForest","WGS84",42.478578,-72.259572,20.2,192.6,0.26,"NEON.DOC.001024vE","2018-09-13T13:17Z","31","Woody individual","line launcher",NA,"Y","3223","NEON.PLA.D01.HARV.03223","BELE","Betula lenta L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=","A00000000781",13.3,NA,NA,"AVQkM2txccfiSjgtVV+ppr9FMbi3QSancpDIdLHT3CI=","D00000008002",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"9bb28ac3-64b9-4069-b071-6dbbe7fc1adc","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","deciduousForest","WGS84",42.478578,-72.259572,20.2,192.6,0.26,"NEON.DOC.001024vE","2018-09-13T13:48Z","31","Woody individual","line launcher",NA,"Y","3231","NEON.PLA.D01.HARV.03231","QURU","Quercus rubra L.","Insect damaged",NA,NA,NA,NA,NA,NA,"AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=","A00000000784",11.5,NA,NA,"AVQkM2txccdwqwobATHHU2r8Mh0CVy+I5P1XjE2pVlg=","D00000008006",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"c31fd674-3c50-42ed-baa6-745142e86a52","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","deciduousForest","WGS84",42.478578,-72.259572,20.2,192.6,0.26,"NEON.DOC.001024vE","2018-09-13T15:14Z","31","Woody individual","line launcher",NA,"Y","3230","NEON.PLA.D01.HARV.03230","BELE","Betula lenta L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=","A00000000742",7.2,NA,NA,"AVQkM2txccfiSjgtVV+pptOYsYeSWQKyk88tXplDPUQ=","D00000007982",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"55c35802-6888-4ebd-98f2-725fdd3e1f02","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","woodyWetlands","WGS84",42.436767,-72.228878,20.2,225.4,0.27,"NEON.DOC.001024vE","2018-09-13T18:20Z","31","Woody individual","line launcher",NA,"Y","1967","NEON.PLA.D01.HARV.01967","FRAM2","Fraxinus americana L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=","A00000000778",22.7,NA,NA,"AVQkM2txccef2labSJF6XRr/e6EabGRtzK8D7rIUrwirTpidw83pvw==","D00000008018",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
"2292efc7-9bcc-4450-9d95-4ff61adbb31e","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","woodyWetlands","WGS84",42.436767,-72.228878,20.2,225.4,0.27,"NEON.DOC.001024vE","2018-09-13T19:07Z","31","Woody individual","line launcher",NA,"Y","2044","NEON.PLA.D01.HARV.02044","ACRU","Acer rubrum L.","OK",NA,NA,NA,NA,NA,NA,"AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775",24.6,NA,NA,"AVQkM2txcce10wz3R9YDPCy/qOkm4YuhhYVuvsSYX80=","D00000008017",NA,"Mbara@battelleecology.org","opiscitelli@battelleecology.org","",NA
