"uid","namedLocation","domainID","siteID","plotType","sampleID","sampleCode","collectDate","lmaSampleID","lmaSampleCode","lmaSampleCondition","scanDate","scannedBy","freshMass","ovenStartDate","ovenEndDate","dryMass","weighedBy","scannedLeafNumber","leafArea","percentGreen","leafMassPerArea","dryMassFraction","measuredBy","remarks","dataQF"
"0ace69dc-98cc-4ee6-ab44-b7c618f7e1fa","HARV_010.basePlot.cfc","D01","HARV","distributed","AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=","A00000000790","2018-09-07T17:11Z","AVQkM2txcccPybg3jdEvENrtT75oYMHcfeu0WCpGuj4=",NA,"OK","2018-09-10T18:18Z","llukas@battelleecology.org",0.87,"2018-09-10T18:22Z","2018-09-17T15:25Z",0.37,"llukas@battelleecology.org",32,2189.8,100,169,0.425,"muffenbeck@battelleecology.org","",NA
"b691801f-e018-4bf6-81da-fbb560823208","HARV_010.basePlot.cfc","D01","HARV","distributed","AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=","A00000000759","2018-09-07T17:18Z","AVQkM2txcccewditTwq1KuTCeBLO/0I62MHYyIuv/IE=",NA,"OK","2018-09-10T18:28Z","llukas@battelleecology.org",2.82,"2018-09-10T18:30Z","2018-09-17T15:27Z",1.484,"llukas@battelleecology.org",5,14945.1,99,99.3,0.526,"llukas@battelleecology.org","",NA
"82c37846-4daf-4d62-9c78-517c1d37af66","HARV_010.basePlot.cfc","D01","HARV","distributed","AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=","A00000000766","2018-09-07T18:21Z","AVQkM2txcccWZgV/vveh/oF23uonq/Xm39Lwirt7uAI=",NA,"OK","2018-09-10T18:52Z","llukas@battelleecology.org",0.42,"2018-09-10T18:56Z","2018-09-17T15:26Z",0.17,"llukas@battelleecology.org",90,1379.2,100,123.3,0.405,"scook@battelleecology.org","",NA
"7acda0b1-b5c9-48a4-ab22-365ace7abce7","HARV_022.basePlot.cfc","D01","HARV","distributed","AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=","A00000000789","2018-09-10T15:13Z","AVQkM2txccc6noxeRrSOsudACi5yacTW6+ErVl7CsBc=",NA,"OK","2018-09-11T13:10Z","scook@battelleecology.org",0.67,"2018-09-11T13:29Z","2018-09-17T15:19Z",0.33,"llukas@battelleecology.org",40,1742.7,100,189.4,0.493,"scook@battelleecology.org","",NA
"a0db4736-c261-440e-a42f-050a35e209a1","HARV_022.basePlot.cfc","D01","HARV","distributed","AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=","A00000000751","2018-09-10T16:11Z","AVQkM2txccc6noxeRrSOspAHhVexlzM8xZ203f6dYRM=",NA,"OK","2018-09-11T14:11Z","scook@battelleecology.org",0.64,"2018-09-11T14:26Z","2018-09-17T15:17Z",0.307,"llukas@battelleecology.org",40,1532.9,99,200.3,0.48,"scook@battelleecology.org","",NA
"f30283c4-3022-4643-b867-ea3d609da11a","HARV_022.basePlot.cfc","D01","HARV","distributed","AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=","A00000000749","2018-09-10T17:31Z","AVQkM2txccc6noxeRrSOstsf5AN8gGYTQXeT2ME0Av4=",NA,"OK","2018-09-11T14:08Z","scook@battelleecology.org",0.74,"2018-09-11T14:08Z","2018-09-17T15:18Z",0.357,"llukas@battelleecology.org",40,1917.6,100,186.2,0.482,"scook@battelleecology.org","",NA
"8dd0fa09-ee94-454e-8eea-76a46517a7db","HARV_037.basePlot.cfc","D01","HARV","tower","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=","A00000000785","2018-09-10T19:01Z","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJeG1ZakZOECU=",NA,"OK","2018-09-11T12:14Z","scook@battelleecology.org",0.3,"2018-09-11T12:45Z","2018-09-17T15:21Z",0.117,"llukas@battelleecology.org",90,981.6,100,119.2,0.39,"llukas@battelleecology.org","",NA
"df0856b0-b432-4c24-a1e2-fe8579e88c07","HARV_021.basePlot.cfc","D01","HARV","distributed","AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=","A00000000776","2018-09-11T13:40Z","AVQkM2txcceHQFirHzLlz4nW78zFSrJx0igXelHtX/Q=",NA,"OK","2018-09-12T13:31Z","jwebber@field-ops.org",2.91,"2018-09-12T13:35Z","2018-09-17T15:13Z",1.531,"llukas@battelleecology.org",9,18189,98,84.2,0.526,"jwebber@field-ops.org","",NA
"f195c6a3-4f51-4a09-be3e-f729f97f0f7b","HARV_021.basePlot.cfc","D01","HARV","distributed","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=","A00000000791","2018-09-11T16:34Z","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHtlidGNb4LOA=",NA,"OK","2018-09-12T18:00Z","jwebber@field-ops.org",0.402,"2018-09-12T18:00Z","2018-09-17T15:15Z",0.182,"llukas@battelleecology.org",30,1173.3,100,155.1,0.453,"jwebber@field-ops.org","",NA
"e6af3139-1e3f-4a35-9a4e-580f214f77fe","HARV_021.basePlot.cfc","D01","HARV","distributed","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=","A00000000787","2018-09-11T17:39Z","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBDnwHoEy2UvI=",NA,"OK","2018-09-12T18:00Z","jwebber@field-ops.org",0.454,"2018-09-12T18:00Z","2018-09-17T15:16Z",0.224,"llukas@battelleecology.org",30,1265.2,100,177.1,0.493,"jwebber@field-ops.org","",NA
"697cc830-6983-4bf9-a532-ce9ab334029f","HARV_001.basePlot.cfc","D01","HARV","distributed","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=","A00000000761","2018-09-12T13:32Z","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO0k0XGVGjThM=",NA,"OK","2018-09-13T12:35Z","jwebber@field-ops.org",2.405,"2018-09-13T13:00Z","2018-09-20T13:44Z",1.006,"llukas@battelleecology.org",10,18961.3,98,53.1,0.418,"jwebber@field-ops.org","",NA
"cb788f3c-1517-49b5-8948-e5764bf90abf","HARV_001.basePlot.cfc","D01","HARV","distributed","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=","A00000000748","2018-09-12T14:25Z","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs0rUtquuOV84=",NA,"OK","2018-09-13T12:50Z","jwebber@field-ops.org",3.089,"2018-09-13T13:00Z","2018-09-20T13:46Z",1.378,"llukas@battelleecology.org",4,19603.9,97,70.3,0.446,"jwebber@field-ops.org","",NA
"0c17bbb7-119a-4264-bda1-989c1c887fae","HARV_001.basePlot.cfc","D01","HARV","distributed","AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=","A00000000779","2018-09-12T15:04Z","AVQkM2txccffTtmrmjG0vVZY8OLPbga3wt3emle2psg=",NA,"OK","2018-09-13T12:18Z","jwebber@field-ops.org",3.168,"2018-09-13T13:00Z","2018-09-20T13:47Z",1.435,"llukas@battelleecology.org",3,15740.4,99,91.2,0.453,"jwebber@field-ops.org","",NA
"e4ae0f73-c262-4097-ac08-cc4881bffe99","HARV_005.basePlot.cfc","D01","HARV","distributed","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=","A00000000777","2018-09-12T17:31Z","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUJHVCi/F8QZA=",NA,"OK","2018-09-13T11:30Z","jwebber@field-ops.org",4.436,"2018-09-13T13:00Z","2018-09-20T13:38Z",2.11,"llukas@battelleecology.org",3,20347.3,99,103.7,0.476,"jwebber@field-ops.org","",NA
"3ee8549c-4803-448d-b055-42fbe30ed30f","HARV_005.basePlot.cfc","D01","HARV","distributed","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=","A00000000782","2018-09-12T18:02Z","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmWyrGryrrvzk=",NA,"OK","2018-09-13T11:47Z","jwebber@field-ops.org",3.244,"2018-09-13T13:00Z","2018-09-20T13:42Z",1.533,"llukas@battelleecology.org",5,17347.1,99,88.4,0.473,"jwebber@field-ops.org","",NA
"d269329e-17ab-425a-b5b0-323b8c9add80","HARV_005.basePlot.cfc","D01","HARV","distributed","AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=","A00000000741","2018-09-12T18:43Z","AVQkM2txcccKiof8yXpZAIZh3QZPb/WryH4Bh33GvXI=",NA,"OK","2018-09-13T12:04Z","jwebber@field-ops.org",3.452,"2018-09-13T13:00Z","2018-09-20T13:40Z",1.748,"llukas@battelleecology.org",3,16521.6,99,105.8,0.506,"jwebber@field-ops.org","",NA
"bf4a6a7a-cf2e-4522-81fd-27d91a714910","HARV_002.basePlot.cfc","D01","HARV","distributed","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=","A00000000781","2018-09-13T13:17Z","AVQkM2txccfiSjgtVV+ppr9FMbi3QSankO3rlp3PVPc=",NA,"OK","2018-09-17T17:59Z","llukas@battelleecology.org",3.11,"2018-09-17T17:59Z","2018-09-24T18:59Z",1.306,"llukas@battelleecology.org",6,20826,99,62.7,0.42,"muffenbeck@battelleecology.org","",NA
"68fb2f71-161f-4954-89e3-1d5acdbda27f","HARV_002.basePlot.cfc","D01","HARV","distributed","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=","A00000000784","2018-09-13T13:48Z","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IQt/2M7XT9ok=",NA,"OK","2018-09-17T17:41Z","llukas@battelleecology.org",2.692,"2018-09-17T17:52Z","2018-09-24T19:14Z",1.233,"llukas@battelleecology.org",4,17349,98,71.1,0.458,"muffenbeck@battelleecology.org","",NA
"08a065ff-14c4-43ad-a77b-e0642c593ed8","HARV_002.basePlot.cfc","D01","HARV","distributed","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=","A00000000742","2018-09-13T15:14Z","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy+Ohpo87qpnU=",NA,"OK","2018-09-17T18:05Z","llukas@battelleecology.org",2.523,"2018-09-17T18:06Z","2018-09-24T19:03Z",1.119,"llukas@battelleecology.org",8,19069,99,58.7,0.444,"muffenbeck@battelleecology.org","",NA
"16fa493f-389d-47e9-b530-1f0815469a08","HARV_020.basePlot.cfc","D01","HARV","distributed","AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=","A00000000778","2018-09-13T18:20Z","AVQkM2txccef2labSJF6XRr/e6EabGRtodGpvG264FMeOAIQv+9uFQ==",NA,"OK","2018-09-17T17:40Z","llukas@battelleecology.org",3.594,"2018-09-17T17:43Z","2018-09-24T18:50Z",1.761,"llukas@battelleecology.org",1,21437,95,82.1,0.49,"muffenbeck@battelleecology.org","",NA
"20cb9a73-98ee-4d76-aa8b-9bc60d3bff64","HARV_020.basePlot.cfc","D01","HARV","distributed","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775","2018-09-13T19:07Z","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuhv11MU2Se/B4=",NA,"OK","2018-09-17T17:05Z","llukas@battelleecology.org",3.478,"2018-09-17T17:08Z","2018-09-24T18:54Z",1.726,"llukas@battelleecology.org",8,15877,99,108.7,0.496,"muffenbeck@battelleecology.org","This plant is actually an Acer rubrum.",NA
"7fa9cc77-20ac-4c77-b019-565fc2afb5e1","HARV_020.basePlot.cfc","D01","HARV","distributed","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTxwuHuVekxaA=","A00000000750","2018-09-13T19:57Z","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTP1CHbtZiI1ngmsJpbuuJdg==",NA,"OK","2018-09-17T17:27Z","llukas@battelleecology.org",1.766,"2018-09-17T17:28Z","2018-09-24T18:56Z",0.844,"llukas@battelleecology.org",4,14719,96,57.3,0.478,"muffenbeck@battelleecology.org","This tree is actually an Acer nigrum.",NA
"843a5df7-ae1f-4b9f-bd30-96e795f0b562","HARV_034.basePlot.cfc","D01","HARV","tower","AVQkM2txcceIitBakpoc8loyloTarjQ/wzkXvTRKclI=","A00000000783","2018-09-17T13:45Z","AVQkM2txcceIitBakpoc8loyloTarjQ/prcyKAGcps4=",NA,"OK","2018-09-18T12:22Z","muffenbeck@battelleecology.org",2.366,"2018-09-18T12:29Z","2018-09-24T18:44Z",1.139,"llukas@battelleecology.org",22,3508,98,324.7,0.481,"llukas@battelleecology.org","",NA
"ee00fae9-dcef-441b-9deb-99a408ec576f","HARV_034.basePlot.cfc","D01","HARV","tower","AVQkM2txcceIitBakpoc8h0+cR9qiKY2SVo741tpyNU=","A00000000760","2018-09-17T16:27Z","AVQkM2txcceIitBakpoc8h0+cR9qiKY2Zl3EpYiQ4ho=",NA,"OK","2018-09-18T12:56Z","muffenbeck@battelleecology.org",2.978,"2018-09-18T13:03Z","2018-09-24T18:39Z",1.382,"llukas@battelleecology.org",23,5315,100,260,0.464,"llukas@battelleecology.org","",NA
"b863c75c-a0eb-485e-bdd7-c0739dd061bd","HARV_034.basePlot.cfc","D01","HARV","tower","AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=","A00000000754","2018-09-17T19:26Z","AVQkM2txcceIitBakpoc8nNFI38kpaWdFFs0sCQ8kd8=",NA,"OK","2018-09-18T13:52Z","muffenbeck@battelleecology.org",2.431,"2018-09-18T13:52Z","2018-09-24T18:47Z",1.101,"llukas@battelleecology.org",25,3798,100,289.9,0.453,"llukas@battelleecology.org","",NA
"0e2398d9-8b0e-4017-a845-e5995c69cfb1","SCBI_005.basePlot.cfc","D02","SCBI","distributed","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=",NA,"2017-07-24T12:29Z","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2rQpHbV08Y6g=",NA,"OK","2017-07-24T20:15Z","llemmon@field-ops.org",3.108,"2017-07-25T22:00Z","2017-07-28T12:45Z",1.572,"jward@battelleecology.org",3,18126.7,89,86.7,0.506,"mhughes@field-ops.org",NA,NA
"fd2493b0-2f75-4942-abb3-9dd1a906bbac","SCBI_005.basePlot.cfc","D02","SCBI","distributed","HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=",NA,"2017-07-24T13:06Z","HvxvVDlCk18recdnuMUehunN/NlpHPvsrCrVemJtdg3hXHAfverKug==",NA,"OK","2017-07-24T20:20Z","llemmon@field-ops.org",1.842,"2017-07-25T22:00Z","2017-07-28T12:42Z",0.902,"jward@battelleecology.org",2,11001,87,82,0.49,"mhughes@field-ops.org",NA,NA
"77c6ef70-29ea-4bd5-92a1-02b4f01e6295","SCBI_005.basePlot.cfc","D02","SCBI","distributed","HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=",NA,"2017-07-24T15:09Z","HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRMb4CDTGY9n4=",NA,"OK","2017-07-24T20:30Z","llemmon@field-ops.org",5.022,"2017-07-25T22:00Z","2017-07-28T12:53Z",1.667,"jward@battelleecology.org",3,22112.5,96,75.4,0.332,"mhughes@field-ops.org",NA,NA
"668909b0-8a40-4ab5-a5b7-b72c43d47c47","SCBI_004.basePlot.cfc","D02","SCBI","distributed","HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=",NA,"2017-07-25T13:28Z","HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1yGPazs82Hv0=",NA,"OK","2017-07-25T21:18Z","gchapman@neoninc.org",2.324,"2017-07-25T22:00Z","2017-07-28T12:40Z",0.874,"jward@battelleecology.org",1,13428.9,99,65.1,0.376,"mhughes@field-ops.org",NA,NA
"75dbcb21-2511-41fb-a64b-1b944ca9bffa","SCBI_004.basePlot.cfc","D02","SCBI","distributed","HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=",NA,"2017-07-25T13:29Z","HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgclcizGZ4uwjb9CmhL1UFrFA==",NA,"OK","2017-07-25T21:25Z","gchapman@neoninc.org",3.022,"2017-07-25T22:00Z","2017-07-28T12:48Z",1.477,"jward@battelleecology.org",1,14882.7,98,99.2,0.489,"mhughes@field-ops.org",NA,NA
"d6235310-482d-4511-9609-8210d7f5bc72","SCBI_004.basePlot.cfc","D02","SCBI","distributed","HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=",NA,"2017-07-25T14:26Z","HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgN+0Gcd9TOmSU=",NA,"OK","2017-07-25T21:34Z","gchapman@neoninc.org",2.713,"2017-07-25T22:00Z","2017-07-28T12:50Z",1.297,"jward@battelleecology.org",3,12054.3,99,107.6,0.478,"mhughes@field-ops.org",NA,NA
"106a3773-2a96-4e23-bc04-039275c5197e","SCBI_045.basePlot.cfc","D02","SCBI","tower","HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=",NA,"2017-07-25T16:57Z","HvxvVDlCk1883DeQw28MdnJFN2Yr4f0a1a/JAgFiszI=",NA,"OK","2017-07-25T21:41Z","gchapman@neoninc.org",5.142,"2017-07-25T22:00Z","2017-07-28T13:00Z",2.124,"jward@battelleecology.org",1,24929.3,95,85.2,0.413,"mhughes@field-ops.org",NA,NA
"06077cac-7c6b-44d5-86d1-d31d4559cdf7","SCBI_049.basePlot.cfc","D02","SCBI","tower","HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=",NA,"2017-07-26T13:50Z","HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzm+fDMzVMUMQ=",NA,"OK","2017-07-26T19:30Z","llemmon@field-ops.org",4.892,"2017-07-30T23:45Z","2017-08-04T19:10Z",1.659,"jward@battelleecology.org",3,19852.7,100,83.6,0.339,"mhughes@field-ops.org",NA,NA
