"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","collectDate","ovenStartDate","ovenEndDate","sampleCondition","cnSampleID","cnSampleCode","ligninSampleID","ligninSampleBarcode","archiveSampleID","archiveSampleCode","toxicodendronPossible","processedBy","remarks","dataQF"
"96eca611-6b77-4c2b-aa93-657af212e5e1","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","AVQkM2txcccSmS/+trysX9MD/YSgk8+T4vjMfdPDA4I=","A00000000767","2018-09-07T14:22Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccSmS/+trysX9MD/YSgk8+TYiNDbJI3B9w=","A00000032332","AVQkM2txcccSmS/+trysX9MD/YSgk8+TQoAXtiovxzs=","A00000032061","AVQkM2txcccSmS/+trysX9MD/YSgk8+Tj0VvREmmWGw=","A00000032062",NA,"asands@battelleecology.org","",NA
"cfefa490-d5e0-48ad-8000-fb175d09c625","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=","A00000000790","2018-09-07T17:11Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccPybg3jdEvENrtT75oYMHcMdmVt0yIBAI=","A00000032082","AVQkM2txcccPybg3jdEvENrtT75oYMHc8qvviMW25Wk=","A00000032083","AVQkM2txcccPybg3jdEvENrtT75oYMHc97LCIyf2glA=","A00000032081",NA,"asands@battelleecology.org","",NA
"eb5c8f16-53b9-4054-9935-4aa435389c2f","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=","A00000000759","2018-09-07T17:18Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccewditTwq1KuTCeBLO/0I6ITJRpOZ7Voo=","A00000032078","AVQkM2txcccewditTwq1KuTCeBLO/0I6ezujqtZiDo0=","A00000032079","AVQkM2txcccewditTwq1KuTCeBLO/0I6EDDnzAoHvJ8=","A00000032080",NA,"asands@battelleecology.org","",NA
"1ad975cc-216c-41c6-9519-51d550fb437b","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=","A00000000766","2018-09-07T18:21Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccWZgV/vveh/oF23uonq/Xm6Zd2XPCwgfA=","A00000032076","AVQkM2txcccWZgV/vveh/oF23uonq/XmzvY2DmXY2zc=","A00000032077","AVQkM2txcccWZgV/vveh/oF23uonq/XmePoMcpQyrAk=","A00000032075",NA,"asands@battelleecology.org","",NA
"bd3dd848-9dfb-4370-9a0c-36b6b1787a42","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=","A00000000789","2018-09-10T15:13Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txccc6noxeRrSOsudACi5yacTWuQycI8J3Fk4=","A00000032067","AVQkM2txccc6noxeRrSOsudACi5yacTWWzFj64OQbq4=","A00000032068","AVQkM2txccc6noxeRrSOsudACi5yacTWl3NP5hTvP9s=","A00000032066",NA,"asands@battelleecology.org","",NA
"74428b21-fe8d-44b5-9e66-bb3ae910e657","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=","A00000000751","2018-09-10T16:11Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txccc6noxeRrSOspAHhVexlzM8j816Kwxl6Pc=","A00000032073","AVQkM2txccc6noxeRrSOspAHhVexlzM8hgZ6bM9HX7c=","A00000032074","AVQkM2txccc6noxeRrSOspAHhVexlzM8mevw5CIV5yE=","A00000032072",NA,"asands@battelleecology.org","",NA
"f952fba3-bc46-45ec-9584-0e5464943dab","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=","A00000000749","2018-09-10T17:31Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txccc6noxeRrSOstsf5AN8gGYTKoLI8E54TW8=","A00000032070","AVQkM2txccc6noxeRrSOstsf5AN8gGYTgJxTLwNqvrI=","A00000032071","AVQkM2txccc6noxeRrSOstsf5AN8gGYT4jahcmPyW+c=","A00000032069",NA,"asands@battelleecology.org","",NA
"55321344-0752-4e27-a959-f646cdaf37b5","HARV_037.basePlot.cfc","D01","HARV","HARV_037","tower","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=","A00000000785","2018-09-10T19:01Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ6fllGE9Ada4=","A00000032065","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ6dufJyKnqUw=","A00000032064","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJZvOTv3XFPBg=","A00000032063",NA,"asands@battelleecology.org","",NA
"06cf41e5-b57e-482b-94bc-3042e83a3969","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=","A00000000776","2018-09-11T13:40Z","2018-09-12T18:15Z","2018-09-17T15:04Z","OK","AVQkM2txcceHQFirHzLlz4nW78zFSrJxD05v7BZBSuE=","A00000032092","AVQkM2txcceHQFirHzLlz4nW78zFSrJxGnKnyuR6LT0=","A00000032090","AVQkM2txcceHQFirHzLlz4nW78zFSrJxdO3nBpJ3O7I=","A00000032091",NA,"gvanscoy@field-ops.org","",NA
"3edf3756-70ce-4bb7-b58a-1e7b3a4b50f2","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=","A00000000791","2018-09-11T16:34Z","2018-09-12T18:15Z","2018-09-17T15:04Z","OK","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTH2RKc9U7dYiU=","A00000032087","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTH3OvbDaCduwE=","A00000032088","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHJeqaqpJ+lnQ=","A00000032089",NA,"gvanscoy@field-ops.org","",NA
"d301267a-4067-4efa-81b8-efe4b25a55c0","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=","A00000000787","2018-09-11T17:39Z","2018-09-12T18:15Z","2018-09-17T15:04Z","OK","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBXO2tsJpgrnc=","A00000032086","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBFFIN8LOvUiY=","A00000032085","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBVVv5ogrB03Y=","A00000032084",NA,"gvanscoy@field-ops.org","",NA
"e74b007c-4074-45ae-93cc-bed05a4f3b10","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=","A00000000761","2018-09-12T13:32Z","2018-09-13T13:00Z","2018-09-18T14:40Z","OK","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtOvRIPkbrsm0c=","A00000032330","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO7ePCNT+CTlM=","A00000032331","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO8TkQQJu89Xs=","A00000032329",NA,"gvanscoy@field-ops.org","",NA
"5c95f88b-6ae6-4be9-9574-d26a11751f8d","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=","A00000000748","2018-09-12T14:25Z","2018-09-13T13:00Z","2018-09-18T14:40Z","OK","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs9vsZiNRAjKo=","A00000032327","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsQoxs+YedSno=","A00000032328","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs0xCycfh6pgc=","A00000032326",NA,"gvanscoy@field-ops.org","",NA
"97a7993b-c539-4bcb-8614-fc9efc91b088","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=","A00000000779","2018-09-12T15:04Z","2018-09-13T13:00Z","2018-09-18T14:40Z","OK","AVQkM2txccffTtmrmjG0vVZY8OLPbga3xJgbmWM2qJc=","A00000032324","AVQkM2txccffTtmrmjG0vVZY8OLPbga3+1D8t0qjvSk=","A00000032325","AVQkM2txccffTtmrmjG0vVZY8OLPbga3bORnGXLgIvE=","A00000032323",NA,"gvanscoy@field-ops.org","",NA
"48fe357b-f54c-4710-945a-aaa147594d79","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=","A00000000777","2018-09-12T17:31Z","2018-09-13T13:00Z","2018-09-18T14:50Z","OK","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUI/+8OT18CSw=","A00000032321","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUxbkkoQyrMX4=","A00000032322","AVQkM2txcccKiof8yXpZAHuQDF5jQZnURr9Yj6wfqKg=","A00000032320",NA,"gvanscoy@field-ops.org","",NA
"52cd68b7-7f4d-4f50-9937-5650f30854c4","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=","A00000000782","2018-09-12T18:02Z","2018-09-13T13:00Z","2018-09-18T14:50Z","OK","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmGM1NW7kxyn0=","A00000032318","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmg/BrGeR1kHc=","A00000032317","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmqoOdocO8Tu8=","A00000032319",NA,"gvanscoy@field-ops.org","",NA
"14e54ecd-9507-4832-b790-2d368faac675","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=","A00000000741","2018-09-12T18:43Z","2018-09-13T13:00Z","2018-09-18T14:50Z","OK","AVQkM2txcccKiof8yXpZAIZh3QZPb/WrJ10RzT8uUz4=","A00000032315","AVQkM2txcccKiof8yXpZAIZh3QZPb/Wrm939WNbAGL8=","A00000032314","AVQkM2txcccKiof8yXpZAIZh3QZPb/Wrt5VkXjF9V/M=","A00000032316",NA,"gvanscoy@field-ops.org","",NA
"501940b5-3977-470e-8586-8affc958f6c9","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=","A00000000781","2018-09-13T13:17Z","2018-09-17T17:57Z","2018-09-24T13:55Z","OK","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanxwIAoUPZi6s=","A00000032258","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanqM0K9fr6C0U=","A00000032257","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanL1CFaleLMw4=","A00000032259",NA,"gvanscoy@field-ops.org","",NA
"33cbe608-57fb-4d38-979f-fd7648db40df","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=","A00000000784","2018-09-13T13:48Z","2018-09-17T17:50Z","2018-09-24T13:55Z","OK","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IiYwLv3UOUjA=","A00000032254","AVQkM2txccdwqwobATHHU2r8Mh0CVy+In3pjsCCDUKE=","A00000032256","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IFr2DVJVPgPI=","A00000032255",NA,"gvanscoy@field-ops.org","",NA
"8902d7fe-f2fa-4a3f-b918-07f6c9931dac","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=","A00000000742","2018-09-13T15:14Z","2018-09-17T18:06Z","2018-09-24T13:55Z","OK","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy61mQbZXD+SE=","A00000032253","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy4rsIT2mGQwE=","A00000032252","AVQkM2txccfiSjgtVV+pptOYsYeSWQKyBQN9qwDdaMU=","A00000032251",NA,"gvanscoy@field-ops.org","",NA
"79759f13-0b19-47e0-831f-a6d0f4459d2c","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=","A00000000778","2018-09-13T18:20Z","2018-09-17T17:44Z","2018-09-24T13:45Z","OK","AVQkM2txccef2labSJF6XRr/e6EabGRtpMKDZNCiaHY=","A00000032249","AVQkM2txccef2labSJF6XRr/e6EabGRtfnbsACBGAkXHr/yRc7tkGQ==","A00000032250","AVQkM2txccef2labSJF6XRr/e6EabGRt8ROA+QoviUE=","A00000032248",NA,"gvanscoy@field-ops.org","",NA
"f7c842f0-04bd-4033-bfa4-277d22117774","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775","2018-09-13T19:07Z","2018-09-17T17:09Z","2018-09-24T13:45Z","OK","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuhca5o3Nfg3po=","A00000032242","AVQkM2txcce10wz3R9YDPCy/qOkm4YuhyFoGIkKm2B8=","A00000032244","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh+nabcnv2RfY=","A00000032243",NA,"gvanscoy@field-ops.org","This tree is actually an Acer rubrum (ACRU).",NA
"bb96fa4d-df9e-4dcd-9ac7-4f8197fbd3a2","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTxwuHuVekxaA=","A00000000750","2018-09-13T19:57Z","2018-09-17T17:26Z","2018-09-24T13:45Z","OK","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTFBMTYWYhVdM=","A00000032241","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTWyAmWfd6HZWC+uYZPesvTg==","A00000032239","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTLTX4YKpQJKk=","A00000032240",NA,"gvanscoy@field-ops.org","This tree is actually an Acer nigrum (ACNI5).",NA
"02ca97bb-0447-430f-af6c-2568c0f1ced9","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8loyloTarjQ/wzkXvTRKclI=","A00000000783","2018-09-17T13:45Z","2018-09-18T12:23Z","2018-09-24T14:00Z","OK","AVQkM2txcceIitBakpoc8loyloTarjQ/7zl/Y28WAbA=","A00000032237","AVQkM2txcceIitBakpoc8loyloTarjQ/rP+tTiZyn6o=","A00000032236","AVQkM2txcceIitBakpoc8loyloTarjQ/AXEMSB+fjhA=","A00000032238",NA,"gvanscoy@field-ops.org","",NA
"53d2f127-3ea3-4118-969b-252f20284daf","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8h0+cR9qiKY2SVo741tpyNU=","A00000000760","2018-09-17T16:27Z","2018-09-18T12:56Z","2018-09-24T14:00Z","OK","AVQkM2txcceIitBakpoc8h0+cR9qiKY2YZjAFu9gIak=","A00000032233","AVQkM2txcceIitBakpoc8h0+cR9qiKY2AFs3x4wamJI=","A00000032234","AVQkM2txcceIitBakpoc8h0+cR9qiKY2FuNO6xGnLeo=","A00000032235",NA,"gvanscoy@field-ops.org","",NA
"8274e22a-d0f2-4d9b-8fed-3dddd48dd610","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=","A00000000754","2018-09-17T19:26Z","2018-09-18T13:38Z","2018-09-24T14:00Z","OK","AVQkM2txcceIitBakpoc8nNFI38kpaWdAuIc33KY3qU=","A00000032230","AVQkM2txcceIitBakpoc8nNFI38kpaWd5I7KijKLSBM=","A00000032231","AVQkM2txcceIitBakpoc8nNFI38kpaWd1Gj8KJZU6Ns=","A00000032232",NA,"gvanscoy@field-ops.org","",NA
"df54141a-4c86-4d0d-8260-bf3f8ff4fa33","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=",NA,"2017-07-24T12:29Z","2017-07-25T22:00Z","2017-07-30T22:00Z","OK","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2TM9SwPpPt9o=",NA,"HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=",NA,"HvxvVDlCk1+52DmmtjULpk2KHiWTONl2Yt5V+pUiTkk=",NA,NA,"imatlock@field-ops.org",NA,NA
