"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"ab6d33aa-f4bf-4d04-b175-f8a3166f3d9d","SERC_006.basePlot.cfc","D02","SERC","SERC_006","distributed","FOQ0AtY6KEwWJ1KBX8m/zu7dhHFwp7MOz57ZBqSdv3Q=",NA,"FOQ0AtY6KEwWJ1KBX8m/zu7dhHFwp7MOtCNsqcGRAxmYXd57iYpA6Q==",NA,"2016-07-26T18:40Z","2016-09-30",1,0.459,50,0.267,1.282,2.152,0.498,0.117,94.1,71.2,4.1,42.4,11.6,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"8e6391c7-7aa9-4841-ba97-004c40e887bf","SERC_006.basePlot.cfc","D02","SERC","SERC_006","distributed","FOQ0AtY6KExR1vjIqPqoYwssbhuLXZA+dV+WYKwJKv0=",NA,"FOQ0AtY6KExR1vjIqPqoYwssbhuLXZA+9kHJaEgAN0g=",NA,"2016-07-26T20:00Z","2016-09-30",1,0.479,50,0.152,0.702,3.313,0.452,0.162,109.7,60.5,6.4,50.7,13.8,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b6678b9b-6968-4548-82b6-d2df17699b7b","SERC_006.basePlot.cfc","D02","SERC","SERC_006","distributed","FOQ0AtY6KExMdQW88yVj/QAFPSkPXdUJYTmctgaV9fQ=",NA,"FOQ0AtY6KExMdQW88yVj/QAFPSkPXdUJSBEvF8pfIWmB9JjbVrW6HA==",NA,"2016-07-26T20:40Z","2016-09-30",1,0.478,50,0.145,0.756,0.621,0.24,0.126,105.7,42.9,8.7,38.8,23,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"cb30148c-baa1-4eb7-9dcb-3be8575de51c","SERC_008.basePlot.cfc","D02","SERC","SERC_008","distributed","FOQ0AtY6KEyr5Og0zMdhf6z+E6veTxAMLtlAlXvESW0=",NA,"FOQ0AtY6KEyr5Og0zMdhf6z+E6veTxAMQIw5A8UxJxo=",NA,"2016-07-27T11:14Z","2016-09-30",1,0.473,50,0.405,0.596,2.387,0.655,0.265,34.2,909.7,17.9,56.5,34.1,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"d07d32e3-0519-4074-a874-ece224c183c1","SERC_007.basePlot.cfc","D02","SERC","SERC_007","distributed","FOQ0AtY6KEz/dqob1l7/P8l6vMnxDl6DdWxsNDdHx34=",NA,"FOQ0AtY6KEz/dqob1l7/P8l6vMnxDl6DqCcx2tV9HTE=",NA,"2016-07-27T12:00Z","2016-09-30",1,0.457,50,0.442,2.209,1.682,0.653,0.292,19.7,1091.4,15.4,58.3,56.8,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"0a537e79-ac70-43c5-ac1e-15c08f053b7e","SERC_009.basePlot.cfc","D02","SERC","SERC_009","distributed","FOQ0AtY6KExBoHldsCRAWGKTJVDvg2EuZhNfndPSYm8=",NA,"FOQ0AtY6KExBoHldsCRAWGKTJVDvg2Eudkzs+1zlCJHgxJU7YRsiwQ==",NA,"2016-07-27T13:15Z","2016-09-30",1,0.473,50,0.111,0.734,1.629,0.361,0.157,581.3,100.3,8,51.3,28.1,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"272ac80a-fff7-4446-9b3d-e9dd1507b5ad","SERC_003.basePlot.cfc","D02","SERC","SERC_003","distributed","FOQ0AtY6KEy3Hw/71mF0saL50FmFsgOw8RRHdxcnqBw=",NA,"FOQ0AtY6KEy3Hw/71mF0saL50FmFsgOwCb/6zEzl7zQ=",NA,"2016-07-27T13:40Z","2016-09-30",1,0.464,50,0.219,2.542,0.895,0.275,0.197,136.1,66.1,7.5,45.8,58.9,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"a411c8b0-b252-4018-ab40-2c2d26745d5b","SERC_009.basePlot.cfc","D02","SERC","SERC_009","distributed","FOQ0AtY6KExSpYCIo6s6FCDb5Sju1L9iEDPl4+zOlGE=",NA,"FOQ0AtY6KExSpYCIo6s6FCDb5Sju1L9iYm80xtfhF/4=",NA,"2016-07-27T14:15Z","2016-09-30",1,0.462,50,0.152,1.646,2.139,0.63,0.16,147.9,91.9,7.5,36.8,14.6,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"762754f7-4930-4db0-a7b9-2d7a88698caf","SERC_009.basePlot.cfc","D02","SERC","SERC_009","distributed","FOQ0AtY6KEyAtzmsRjSQa3fTmiDDzJ5pVmDY5cDvAew=",NA,"FOQ0AtY6KEyAtzmsRjSQa3fTmiDDzJ5pN2nPBCMPewI=",NA,"2016-07-27T14:45Z","2016-09-30",1,0.486,50,0.131,0.773,0.831,0.25,0.168,362.5,111.2,7.3,55,25.1,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"40765eeb-bee3-4586-808f-97300520f332","SERC_002.basePlot.cfc","D02","SERC","SERC_002","distributed","FOQ0AtY6KEzYHxPmIY9PEhmOpnJqX64NA/e9exeFGPI=",NA,"FOQ0AtY6KEzYHxPmIY9PEhmOpnJqX64N/OJbu7jy2qA=",NA,"2016-07-27T15:50Z","2016-09-30",1,0.466,50,0.167,1.174,1.27,0.325,0.156,88.9,58.1,6.3,35.1,19.3,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"c78e7e99-3c32-4c52-a9c1-cd593e25904a","SERC_002.basePlot.cfc","D02","SERC","SERC_002","distributed","FOQ0AtY6KEwe44fYJiJum6CJtVNO/1VskfFuFAUDtQ8=",NA,"FOQ0AtY6KEwe44fYJiJum6CJtVNO/1VsECWx34aW56Q=",NA,"2016-07-27T16:45Z","2016-09-30",1,0.469,50,0.138,0.654,0.923,0.133,0.117,134.7,65.5,5.8,52.4,14.6,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"af8cf106-f146-4abe-bb54-48e86550c299","SERC_002.basePlot.cfc","D02","SERC","SERC_002","distributed","FOQ0AtY6KEzHVKdZ60NX7jCf6mP2x/VqFPPMp4q+Boc=",NA,"FOQ0AtY6KEzHVKdZ60NX7jCf6mP2x/Vq4El7c2lanCs+lIQDDmKTeg==",NA,"2016-07-27T17:15Z","2016-09-30",1,0.472,50,0.161,0.56,1.243,0.38,0.142,548.7,51.8,5.9,25.7,44,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"4be7d4bd-02f3-4e6e-a160-4fdb1656115d","SERC_044.basePlot.cfc","D02","SERC","SERC_044","tower","FOQ0AtY6KEx0N8s0T/0Ni4wh8K7Mr2UIsLFAnyk9uXU=",NA,"FOQ0AtY6KEx0N8s0T/0Ni4wh8K7Mr2UIZf+3VhTObWMLjC9RLdFqeA==",NA,"2016-07-27T19:50Z","2016-09-30",1,0.469,50,0.204,0.85,0.895,0.266,0.157,1473.5,76.5,5.5,35.8,39.4,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"22edf7ad-1b95-4d5e-963d-b449089dd546","SERC_044.basePlot.cfc","D02","SERC","SERC_044","tower","FOQ0AtY6KEytKRaPHrzBBodv0zg4qzbSLgSwnyJkCNI=",NA,"FOQ0AtY6KEytKRaPHrzBBodv0zg4qzbSB8TjJsxD1Z8=",NA,"2016-07-27T20:20Z","2016-09-30",1,0.474,50,0.285,0.727,0.601,0.169,0.144,810.2,62.1,7.1,37,22.6,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"be0053e5-eff0-43a1-809b-5ce0bfab4bc8","SERC_044.basePlot.cfc","D02","SERC","SERC_044","tower","FOQ0AtY6KEzSwWAtYYDrFHscsT9cHEoYojEvjKyJ2Zo=",NA,"FOQ0AtY6KEzSwWAtYYDrFHscsT9cHEoYv81hYe1+v/w=",NA,"2016-07-27T20:56Z","2016-09-30",1,0.484,50,0.305,1.084,1.723,0.364,0.177,208.1,72.6,7.4,53.1,17.7,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"0ffaa2c5-7994-4d34-b43f-fb771897ad9c","SERC_001.basePlot.cfc","D02","SERC","SERC_001","distributed","FOQ0AtY6KEy9G+yhrlknifQTCcZmbBEQjq+9ZQYLn4g=",NA,"FOQ0AtY6KEy9G+yhrlknifQTCcZmbBEQ7C2Y4gpl1qvWkQ6JDBByOQ==",NA,"2016-07-28T13:45Z","2016-09-30",1,0.478,50,0.129,0.902,0.919,0.208,0.118,256.5,66.4,5,34.1,33.5,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"0d0ff10d-158a-4eb7-bccf-3440bd8c535e","SERC_001.basePlot.cfc","D02","SERC","SERC_001","distributed","FOQ0AtY6KEy2FjZItupBDQ2bSx/yGAPBj5BGS+M0euM=",NA,"FOQ0AtY6KEy2FjZItupBDQ2bSx/yGAPBavwkuIp38mE=",NA,"2016-07-28T14:15Z","2016-09-30",1,0.488,50,0.116,0.436,0.881,0.19,0.126,412.7,71.8,6.1,45,33.5,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"f3cdb0ef-7e62-4da2-a21f-19b4e9409ad4","SERC_001.basePlot.cfc","D02","SERC","SERC_001","distributed","FOQ0AtY6KEwkG0HbKdkVKot7cojmNUCHDS8ajpqxniI=",NA,"FOQ0AtY6KEwkG0HbKdkVKot7cojmNUCHImYQmm6yYyo=",NA,"2016-07-28T15:00Z","2016-09-30",1,0.472,50,0.145,1.054,1.028,0.272,0.156,134,55.4,5.6,42.1,12.5,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b6e29a8b-1061-403a-a744-e9498b6adcdf","SERC_045.basePlot.cfc","D02","SERC","SERC_045","tower","FOQ0AtY6KExn2ow3zzLEz1a2C3qnb18VL26hP9O9DP8=",NA,"FOQ0AtY6KExn2ow3zzLEz1a2C3qnb18VsDx6mB365wk1aWBn2MGjjw==",NA,"2016-07-28T17:05Z","2016-09-30",1,0.488,50,0.121,0.849,1.052,0.496,0.131,552.6,66.9,7.7,77.7,57.4,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"f1f2697d-227e-4e13-93bb-309aaf6bdc29","SERC_045.basePlot.cfc","D02","SERC","SERC_045","tower","FOQ0AtY6KEyu1u1eoZ+mlaLCO9prTDrbhL8FdfDSwuM=",NA,"FOQ0AtY6KEyu1u1eoZ+mlaLCO9prTDrbqD/MNl92mzk=",NA,"2016-07-28T17:55Z","2016-09-30",1,0.482,50,0.133,0.591,0.671,0.198,0.112,129.8,53.4,6.9,45.4,20.2,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"1e34c55e-2f81-43e7-b6bf-bff0fa073f30","SERC_045.basePlot.cfc","D02","SERC","SERC_045","tower","FOQ0AtY6KEznZsP8xsKWw6bI0deVishnBT7a8pzlStY=",NA,"FOQ0AtY6KEznZsP8xsKWw6bI0deVishnQbv4bI4/reM=",NA,"2016-07-28T19:00Z","2016-09-30",1,0.488,50,0.103,0.846,0.59,0.172,0.158,406.2,66.1,5.5,59.7,21.5,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"82900327-6fad-42be-93c0-0007e4a432e5","SERC_049.basePlot.cfc","D02","SERC","SERC_049","tower","FOQ0AtY6KEx8LZMdpFFFSqHtuS8p0BXnt1zjVwof5Zg=",NA,"FOQ0AtY6KEx8LZMdpFFFSqHtuS8p0BXnZpgzK40g9Xo=",NA,"2016-07-29T13:45Z","2016-09-30",1,0.472,50,0.129,0.744,0.728,0.159,0.126,299.8,66.7,7.5,57.3,15.5,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"bf19a60d-8553-437b-8c5e-ca869c930e11","SERC_049.basePlot.cfc","D02","SERC","SERC_049","tower","FOQ0AtY6KEzuRhv79n2Ngh/WdpPgQndDOi6voUDOzbQ=",NA,"FOQ0AtY6KEzuRhv79n2Ngh/WdpPgQndDeqtsrlFWXqpwiVigy3ETYw==",NA,"2016-07-29T15:35Z","2016-09-30",1,0.466,50,0.168,1.043,1.394,0.326,0.132,1178.2,59.3,4.4,47.4,58.4,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"e9f560bc-0bd3-4af0-aa32-3fe92946fea0","SERC_049.basePlot.cfc","D02","SERC","SERC_049","tower","FOQ0AtY6KEwHrJltYy50YDAHYT0/4z1nE+1viJMA4fs=",NA,"FOQ0AtY6KEwHrJltYy50YDAHYT0/4z1nGznA5Srjjgc=",NA,"2016-07-29T15:55Z","2016-09-30",1,0.469,50,0.102,0.925,0.487,0.127,0.154,415.1,83.1,5.1,50.1,19.2,"0","0",NA,"University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"f64fa803-bb48-46a8-9448-24aedc9eecd2","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mgiARK+2lMt1XKieVoTXptHM32tPh7lGWw=",NA,"njZEDkTA4mgiARK+2lMt1XKieVoTXptHv+hmqPCBEok=",NA,"2016-06-06T13:40Z","2016-09-08",1,0.469,50,0.129,0.619,0.35,0.137,0.127,434.3,46.6,5.2,50.5,15,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"19541f23-14b2-4091-bfd9-6f12e60cb6d4","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mgZIetQ+caMIxKyGdrz/cE/iov51c01Qd4=",NA,"njZEDkTA4mgZIetQ+caMIxKyGdrz/cE/OLPUFts+c+o=",NA,"2016-06-06T14:10Z","2016-09-08",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"dd075ea8-19f3-44b9-b5ba-96e7125d31c8","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mhXBrbFJl/Bv/8VHIpZkxCb/z3lVdZ/1cQ=",NA,"njZEDkTA4mhXBrbFJl/Bv/8VHIpZkxCbofkKFlnP6mQ=",NA,"2016-06-06T14:35Z","2016-09-08",1,0.473,50,0.138,1.191,0.496,0.18,0.166,177.5,36,5.1,54,11.6,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
