"uid","namedLocation","domainID","siteID","plotID","setDate","collectDate","processingDate","massSampleIDList","massSampleMixtureID","cnSampleID","cnSampleCode","ligninSampleID","ligninSampleBarcode","archiveSampleID","archiveSampleBarcode","toxicodendronPossible","remarks","processedBy"
"36aad56a-b114-46fa-bfc5-8edc12459a7f","BART_039.basePlot.ltr","D01","BART","BART_039","2016-09-19","2016-10-10","2016-11-17","NEON.LTR.BART039930.20161010.NDL","NEON.LTR.BART039.20161010.NDL","NEON.LTR.BART039.20161010.NDL.CN",NA,"NEON.LTR.BART039.20161010.NDL.LIG",NA,"NEON.LTR.BART039.20161010.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"3ba8f4aa-e336-4aea-8ec8-c3353b7bf605","BART_070.basePlot.ltr","D01","BART","BART_070","2016-09-19","2016-10-11","2016-11-16","NEON.LTR.BART070790.20161011.NDL|NEON.LTR.BART070553.20161011.NDL","NEON.LTR.BART070.20161011.NDL","NEON.LTR.BART070.20161011.NDL.CN",NA,"",NA,"NEON.LTR.BART070.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"5be7e452-b3ee-42f0-a437-bead73049004","BART_033.basePlot.ltr","D01","BART","BART_033","2016-09-19","2016-10-11","2016-11-17","NEON.LTR.BART033453.20161011.LVS|NEON.LTR.BART033923.20161011.LVS","NEON.LTR.BART033.20161011.LVS","NEON.LTR.BART033.20161011.LVS.CN",NA,"NEON.LTR.BART033.20161011.LVS.LIG",NA,"NEON.LTR.BART033.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"7f890800-9089-49fc-b7be-9fff88c1e630","BART_033.basePlot.ltr","D01","BART","BART_033","2016-09-19","2016-10-11","2016-11-17","NEON.LTR.BART033453.20161011.NDL|NEON.LTR.BART033923.20161011.NDL","NEON.LTR.BART033.20161011.NDL","NEON.LTR.BART033.20161011.NDL.CN",NA,"NEON.LTR.BART033.20161011.NDL.LIG",NA,"NEON.LTR.BART033.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"65244cbb-7191-4014-b26c-12d4c7a00cc9","BART_070.basePlot.ltr","D01","BART","BART_070","2016-09-19","2016-10-11","2016-11-17","NEON.LTR.BART070553.20161011.LVS|NEON.LTR.BART070790.20161011.LVS","NEON.LTR.BART070.20161011.LVS","NEON.LTR.BART070.20161011.LVS.CN",NA,"NEON.LTR.BART070.20161011.LVS.LIG",NA,"NEON.LTR.BART070.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"600e2397-5e0f-45fc-9b82-d7d3c6b3eee0","BART_040.basePlot.ltr","D01","BART","BART_040","2016-09-20","2016-10-10","2016-11-17","NEON.LTR.BART040158.20161010.LVS|NEON.LTR.BART040884.20161010.LVS","NEON.LTR.BART040.20161010.LVS","NEON.LTR.BART040.20161010.LVS.CN",NA,"NEON.LTR.BART040.20161010.LVS.LIG",NA,"NEON.LTR.BART040.20161010.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"c83efe56-9f44-446f-84c4-e87f4a544936","BART_047.basePlot.ltr","D01","BART","BART_047","2016-09-20","2016-10-10","2016-11-17","NEON.LTR.BART047864.20161010.LVS|NEON.LTR.BART047046.20161010.LVS","NEON.LTR.BART047.20161010.LVS","NEON.LTR.BART047.20161010.LVS.CN",NA,"NEON.LTR.BART047.20161010.LVS.LIG",NA,"NEON.LTR.BART047.20161010.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"879d1ec3-6556-4b1b-afb2-0f9955c985db","BART_051.basePlot.ltr","D01","BART","BART_051","2016-09-20","2016-10-10","2016-11-17","NEON.LTR.BART051574.20161010.LVS","NEON.LTR.BART051.20161010.LVS","NEON.LTR.BART051.20161010.LVS.CN",NA,"NEON.LTR.BART051.20161010.LVS.LIG",NA,"NEON.LTR.BART051.20161010.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"466ff5c8-18c6-45da-8be0-9e204d0920d3","BART_051.basePlot.ltr","D01","BART","BART_051","2016-09-20","2016-10-10","2016-11-17","NEON.LTR.BART051574.20161010.NDL","NEON.LTR.BART051.20161010.NDL","NEON.LTR.BART051.20161010.NDL.CN",NA,"NEON.LTR.BART051.20161010.NDL.LIG",NA,"NEON.LTR.BART051.20161010.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"443c3af2-3e71-4cfc-aa4a-b59877f6f069","BART_047.basePlot.ltr","D01","BART","BART_047","2016-09-20","2016-10-10","2016-11-17","NEON.LTR.BART047046.20161010.NDL|NEON.LTR.BART047864.20161010.NDL","NEON.LTR.BART047.20161010.NDL","NEON.LTR.BART047.20161010.NDL.CN",NA,"NEON.LTR.BART047.20161010.NDL.LIG",NA,"NEON.LTR.BART047.20161010.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"377798bd-5f49-47cf-88fb-13f8653b8c9b","BART_075.basePlot.ltr","D01","BART","BART_075","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART075819.20161011.NDL|NEON.LTR.BART075389.20161011.NDL","NEON.LTR.BART075.20161011.NDL","NEON.LTR.BART075.20161011.NDL.CN",NA,"NEON.LTR.BART075.20161011.NDL.LIG",NA,"NEON.LTR.BART075.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"bd51bd5a-d25f-4218-97a2-e330803c51a2","BART_046.basePlot.ltr","D01","BART","BART_046","2016-09-20","2016-10-11","2016-11-16","NEON.LTR.BART046687.20161011.NDL","NEON.LTR.BART046.20161011.NDL","NEON.LTR.BART046.20161011.NDL.CN",NA,"NEON.LTR.BART046.20161011.NDL.LIG",NA,"NEON.LTR.BART046.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"7ee1ffdc-499e-41e8-82a0-cbda9f4dc02d","BART_036.basePlot.ltr","D01","BART","BART_036","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART036925.20161011.LVS|NEON.LTR.BART036151.20161011.LVS","NEON.LTR.BART036.20161011.LVS","NEON.LTR.BART036.20161011.LVS.CN",NA,"NEON.LTR.BART036.20161011.LVS.LIG",NA,"NEON.LTR.BART036.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"16c02706-8d6b-401d-9eb8-e47becab7a61","BART_042.basePlot.ltr","D01","BART","BART_042","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART042587.20161011.LVS|NEON.LTR.BART042935.20161011.LVS","NEON.LTR.BART042.20161011.LVS","NEON.LTR.BART042.20161011.LVS.CN",NA,"NEON.LTR.BART042.20161011.LVS.LIG",NA,"NEON.LTR.BART042.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"7b776648-da5d-4574-b73b-f05703406244","BART_074.basePlot.ltr","D01","BART","BART_074","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART074942.20161011.NDL|NEON.LTR.BART074555.20161011.NDL","NEON.LTR.BART074.20161011.NDL","NEON.LTR.BART074.20161011.NDL.CN",NA,"NEON.LTR.BART074.20161011.NDL.LIG",NA,"NEON.LTR.BART074.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"7b0585b7-9037-4e7d-b41c-9298353efd56","BART_072.basePlot.ltr","D01","BART","BART_072","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART072162.20161011.NDL|NEON.LTR.BART072567.20161011.NDL","NEON.LTR.BART072.20161011.NDL","NEON.LTR.BART072.20161011.NDL.CN",NA,"NEON.LTR.BART072.20161011.NDL.LIG",NA,"NEON.LTR.BART072.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"8a2b4455-9308-475d-abb0-68863683b656","BART_042.basePlot.ltr","D01","BART","BART_042","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART042587.20161011.NDL|NEON.LTR.BART042935.20161011.NDL","NEON.LTR.BART042.20161011.NDL","NEON.LTR.BART042.20161011.NDL.CN",NA,"NEON.LTR.BART042.20161011.NDL.LIG",NA,"NEON.LTR.BART042.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"71ed3472-bb57-4b35-bb53-415e38ee0f49","BART_050.basePlot.ltr","D01","BART","BART_050","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART050046.20161011.NDL|NEON.LTR.BART050808.20161011.NDL","NEON.LTR.BART050.20161011.NDL","NEON.LTR.BART050.20161011.NDL.CN",NA,"NEON.LTR.BART050.20161011.NDL.LIG",NA,"NEON.LTR.BART050.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"b4061ebe-4216-4786-80da-f6d31850e3fb","BART_046.basePlot.ltr","D01","BART","BART_046","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART046687.20161011.LVS|NEON.LTR.BART046852.20161011.LVS","NEON.LTR.BART046.20161011.LVS","NEON.LTR.BART046.20161011.LVS.CN",NA,"NEON.LTR.BART046.20161011.LVS.LIG",NA,"NEON.LTR.BART046.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"411bf02e-cc96-4f66-bc6c-aa730f929378","BART_037.basePlot.ltr","D01","BART","BART_037","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART037158.20161011.NDL|NEON.LTR.BART037884.20161011.NDL","NEON.LTR.BART037.20161011.NDL","NEON.LTR.BART037.20161011.NDL.CN",NA,"NEON.LTR.BART037.20161011.NDL.LIG",NA,"NEON.LTR.BART037.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"68600beb-0ab6-47cc-a272-9d0f581c3dc1","BART_074.basePlot.ltr","D01","BART","BART_074","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART074555.20161011.LVS|NEON.LTR.BART074942.20161011.LVS","NEON.LTR.BART074.20161011.LVS","NEON.LTR.BART074.20161011.LVS.CN",NA,"NEON.LTR.BART074.20161011.LVS.LIG",NA,"NEON.LTR.BART074.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"df59133b-d7fa-4e1d-b81b-370cf23c644e","BART_072.basePlot.ltr","D01","BART","BART_072","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART072162.20161011.LVS|NEON.LTR.BART072567.20161011.LVS","NEON.LTR.BART072.20161011.LVS","NEON.LTR.BART072.20161011.LVS.CN",NA,"NEON.LTR.BART072.20161011.LVS.LIG",NA,"NEON.LTR.BART072.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"b167954b-a8cf-416a-bace-11b9e393d8de","BART_044.basePlot.ltr","D01","BART","BART_044","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART044531.20161011.NDL|NEON.LTR.BART044410.20161011.NDL","NEON.LTR.BART044.20161011.NDL","NEON.LTR.BART044.20161011.NDL.CN",NA,"NEON.LTR.BART044.20161011.NDL.LIG",NA,"NEON.LTR.BART044.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"f4d8f091-7cb5-4fc4-8319-fc2de7c6ef57","BART_036.basePlot.ltr","D01","BART","BART_036","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART036151.20161011.NDL|NEON.LTR.BART036925.20161011.NDL","NEON.LTR.BART036.20161011.NDL","NEON.LTR.BART036.20161011.NDL.CN",NA,"NEON.LTR.BART036.20161011.NDL.LIG",NA,"NEON.LTR.BART036.20161011.NDL.AR",NA,NA,NA,"mday@field-ops.org"
"d845c238-8d70-48a3-a092-b7741af786b8","BART_075.basePlot.ltr","D01","BART","BART_075","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART075819.20161011.LVS|NEON.LTR.BART075389.20161011.LVS","NEON.LTR.BART075.20161011.LVS","NEON.LTR.BART075.20161011.LVS.CN",NA,"NEON.LTR.BART075.20161011.LVS.LIG",NA,"NEON.LTR.BART075.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"d689c960-c84b-46de-a3ca-985a7117b51a","BART_050.basePlot.ltr","D01","BART","BART_050","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART050046.20161011.LVS|NEON.LTR.BART050808.20161011.LVS","NEON.LTR.BART050.20161011.LVS","NEON.LTR.BART050.20161011.LVS.CN",NA,"NEON.LTR.BART050.20161011.LVS.LIG",NA,"NEON.LTR.BART050.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"1e70aba1-7455-47a8-964b-d04b548177e7","BART_037.basePlot.ltr","D01","BART","BART_037","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART037158.20161011.LVS|NEON.LTR.BART037884.20161011.LVS","NEON.LTR.BART037.20161011.LVS","NEON.LTR.BART037.20161011.LVS.CN",NA,"NEON.LTR.BART037.20161011.LVS.LIG",NA,"NEON.LTR.BART037.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"b21fb4bc-79f5-4c3d-9307-94fd5bc7bf3c","BART_044.basePlot.ltr","D01","BART","BART_044","2016-09-20","2016-10-11","2016-11-17","NEON.LTR.BART044410.20161011.LVS|NEON.LTR.BART044531.20161011.LVS","NEON.LTR.BART044.20161011.LVS","NEON.LTR.BART044.20161011.LVS.CN",NA,"NEON.LTR.BART044.20161011.LVS.LIG",NA,"NEON.LTR.BART044.20161011.LVS.AR",NA,NA,NA,"mday@field-ops.org"
"8b93be87-ac71-465c-b9c8-b6d872d700a4","HARV_046.basePlot.ltr","D01","HARV","HARV_046","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV046775.20181015.NDL|NEON.LTR.HARV046204.20181015.NDL","NEON.LTR.HARV046.20181015.NDL","NEON.LTR.HARV046.20181015.NDL.CN","A00000032748","NEON.LTR.HARV046.20181015.NDL.LIG","A00000032824","NEON.LTR.HARV046.20181015.NDL.AR","A00000032834",NA,NA,"opiscitelli@battelleecology.org"
"de67bec9-e9b7-43a2-9e3e-490f69f12c1a","HARV_036.basePlot.ltr","D01","HARV","HARV_036","2018-10-01","2018-10-15","2018-10-23","NEON.LTR.HARV036426.20181015.LVS|NEON.LTR.HARV036182.20181015.LVS","NEON.LTR.HARV036.20181015.LVS","NEON.LTR.HARV036.20181015.LVS.CN","A00000032756","NEON.LTR.HARV036.20181015.LVS.LIG","A00000032838","NEON.LTR.HARV036.20181015.LVS.AR","A00000032828",NA,NA,"opiscitelli@battelleecology.org"
"d8e8d8e7-8f1b-47e3-87f1-e6772c2481f5","HARV_045.basePlot.ltr","D01","HARV","HARV_045","2018-10-01","2018-10-15","2018-10-23","NEON.LTR.HARV045265.20181015.LVS|NEON.LTR.HARV045201.20181015.LVS","NEON.LTR.HARV045.20181015.LVS","NEON.LTR.HARV045.20181015.LVS.CN","A00000032810","NEON.LTR.HARV045.20181015.LVS.LIG","A00000032814","NEON.LTR.HARV045.20181015.LVS.AR","A00000032813",NA,NA,"opiscitelli@battelleecology.org"
"3c6ec079-ed83-4fb6-843d-0eed8bb738d0","HARV_046.basePlot.ltr","D01","HARV","HARV_046","2018-10-01","2018-10-15","2018-10-23","NEON.LTR.HARV046204.20181015.LVS|NEON.LTR.HARV046775.20181015.LVS","NEON.LTR.HARV046.20181015.LVS","NEON.LTR.HARV046.20181015.LVS.CN","A00000032857","NEON.LTR.HARV046.20181015.LVS.LIG","A00000032858","NEON.LTR.HARV046.20181015.LVS.AR","A00000032859",NA,NA,"opiscitelli@battelleecology.org"
"b7d992ce-9d1e-4592-a04e-e7c9072d10d7","HARV_037.basePlot.ltr","D01","HARV","HARV_037","2018-10-01","2018-10-15","2018-10-23","NEON.LTR.HARV037849.20181015.LVS|NEON.LTR.HARV037292.20181015.LVS","NEON.LTR.HARV037.20181015.LVS","NEON.LTR.HARV037.20181015.LVS.CN","A00000032856","NEON.LTR.HARV037.20181015.LVS.LIG","A00000032826","NEON.LTR.HARV037.20181015.LVS.AR","A00000032827",NA,NA,"opiscitelli@battelleecology.org"
"761e92ae-bf7f-4034-9a4c-d6b1948bfc6d","HARV_052.basePlot.ltr","D01","HARV","HARV_052","2018-10-01","2018-10-15","2018-10-23","NEON.LTR.HARV052902.20181015.LVS|NEON.LTR.HARV052314.20181015.LVS","NEON.LTR.HARV052.20181015.LVS","NEON.LTR.HARV052.20181015.LVS.CN","A00000032772","NEON.LTR.HARV052.20181015.LVS.LIG","A00000032763","NEON.LTR.HARV052.20181015.LVS.AR","A00000032779",NA,NA,"opiscitelli@battelleecology.org"
"3daa8b5f-091f-419b-aeb7-38b1c1c06f51","HARV_038.basePlot.ltr","D01","HARV","HARV_038","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV038543.20181015.LVS|NEON.LTR.HARV038363.20181015.LVS","NEON.LTR.HARV038.20181015.LVS","NEON.LTR.HARV038.20181015.LVS.CN","A00000032793","NEON.LTR.HARV038.20181015.LVS.LIG","A00000032777","NEON.LTR.HARV038.20181015.LVS.AR","A00000032765",NA,NA,"opiscitelli@battelleecology.org"
"36e39fa7-0943-43ca-8f26-c95e4003c4b0","HARV_049.basePlot.ltr","D01","HARV","HARV_049","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV049437.20181015.LVS|NEON.LTR.HARV049890.20181015.LVS","NEON.LTR.HARV049.20181015.LVS","NEON.LTR.HARV049.20181015.LVS.CN","A00000032745","NEON.LTR.HARV049.20181015.LVS.LIG","A00000032766","NEON.LTR.HARV049.20181015.LVS.AR","A00000032776",NA,NA,"opiscitelli@battelleecology.org"
"2b19ae59-2cad-437a-8188-72b0650039eb","HARV_049.basePlot.ltr","D01","HARV","HARV_049","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV049437.20181015.NDL|NEON.LTR.HARV049890.20181015.NDL","NEON.LTR.HARV049.20181015.NDL","NEON.LTR.HARV049.20181015.NDL.CN","A00000032774","NEON.LTR.HARV049.20181015.NDL.LIG","A00000032802","NEON.LTR.HARV049.20181015.NDL.AR","A00000032789",NA,NA,"opiscitelli@battelleecology.org"
"fb51b7c2-98d6-45cc-a315-d2aed80a13a4","HARV_048.basePlot.ltr","D01","HARV","HARV_048","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV048355.20181015.NDL|NEON.LTR.HARV048701.20181015.NDL","NEON.LTR.HARV048.20181015.NDL","NEON.LTR.HARV048.20181015.NDL.CN","A00000032808","NEON.LTR.HARV048.20181015.NDL.LIG","A00000032746","NEON.LTR.HARV048.20181015.NDL.AR","A00000032785",NA,NA,"opiscitelli@battelleecology.org"
"0da21b65-f541-438c-aeb2-8cad3c20adac","HARV_050.basePlot.ltr","D01","HARV","HARV_050","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV050947.20181015.LVS|NEON.LTR.HARV050043.20181015.LVS","NEON.LTR.HARV050.20181015.LVS","NEON.LTR.HARV050.20181015.LVS.CN","A00000032782","NEON.LTR.HARV050.20181015.LVS.LIG","A00000032840","NEON.LTR.HARV050.20181015.LVS.AR","A00000032754",NA,NA,"opiscitelli@battelleecology.org"
"932b87d5-e77d-44be-a370-ee499b05e320","HARV_050.basePlot.ltr","D01","HARV","HARV_050","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV050947.20181015.NDL|NEON.LTR.HARV050043.20181015.NDL","NEON.LTR.HARV050.20181015.NDL","NEON.LTR.HARV050.20181015.NDL.CN","A00000032795","NEON.LTR.HARV050.20181015.NDL.LIG","A00000032817","NEON.LTR.HARV050.20181015.NDL.AR","A00000032820",NA,NA,"opiscitelli@battelleecology.org"
"4e7b9a2e-c8f1-4e58-9b32-50cfe9197ff1","HARV_033.basePlot.ltr","D01","HARV","HARV_033","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV033397.20181015.LVS|NEON.LTR.HARV033209.20181015.LVS","NEON.LTR.HARV033.20181015.LVS","NEON.LTR.HARV033.20181015.LVS.CN","A00000032755","NEON.LTR.HARV033.20181015.LVS.LIG","A00000032781","NEON.LTR.HARV033.20181015.LVS.AR","A00000032807",NA,NA,"opiscitelli@battelleecology.org"
"8bddc463-970d-46bc-b32a-d4cbadf77648","HARV_043.basePlot.ltr","D01","HARV","HARV_043","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV043007.20181015.NDL|NEON.LTR.HARV043550.20181015.NDL","NEON.LTR.HARV043.20181015.NDL","NEON.LTR.HARV043.20181015.NDL.CN","A00000032837","NEON.LTR.HARV043.20181015.NDL.LIG","A00000032836","NEON.LTR.HARV043.20181015.NDL.AR","A00000032822",NA,NA,"opiscitelli@battelleecology.org"
"73caf15c-f043-48a5-9571-d611aced0d55","HARV_041.basePlot.ltr","D01","HARV","HARV_041","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV041620.20181015.NDL|NEON.LTR.HARV041264.20181015.NDL","NEON.LTR.HARV041.20181015.NDL","NEON.LTR.HARV041.20181015.NDL.CN","A00000032784","NEON.LTR.HARV041.20181015.NDL.LIG","A00000032804","NEON.LTR.HARV041.20181015.NDL.AR","A00000032747",NA,NA,"opiscitelli@battelleecology.org"
"e9c75976-fbc8-4199-9b5d-9d52a25c5e2b","HARV_048.basePlot.ltr","D01","HARV","HARV_048","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV048355.20181015.LVS|NEON.LTR.HARV048701.20181015.LVS","NEON.LTR.HARV048.20181015.LVS","NEON.LTR.HARV048.20181015.LVS.CN","A00000032815","NEON.LTR.HARV048.20181015.LVS.LIG","A00000032794","NEON.LTR.HARV048.20181015.LVS.AR","A00000032778",NA,NA,"opiscitelli@battelleecology.org"
"7b1575fe-b1fd-4ef7-92cd-8507b7b21c51","HARV_035.basePlot.ltr","D01","HARV","HARV_035","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV035120.20181015.NDL|NEON.LTR.HARV035402.20181015.NDL","NEON.LTR.HARV035.20181015.NDL","NEON.LTR.HARV035.20181015.NDL.CN","A00000032798","NEON.LTR.HARV035.20181015.NDL.LIG","A00000032816","","",NA,NA,"opiscitelli@battelleecology.org"
"956a117c-78bb-4fbf-9da2-2120d40eda0e","HARV_035.basePlot.ltr","D01","HARV","HARV_035","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV035402.20181015.LVS|NEON.LTR.HARV035120.20181015.LVS","NEON.LTR.HARV035.20181015.LVS","NEON.LTR.HARV035.20181015.LVS.CN","A00000032743","NEON.LTR.HARV035.20181015.LVS.LIG","A00000032805","NEON.LTR.HARV035.20181015.LVS.AR","A00000032788",NA,NA,"opiscitelli@battelleecology.org"
"deb676fa-e7e5-440d-b29e-19370b077eee","HARV_041.basePlot.ltr","D01","HARV","HARV_041","2018-10-01","2018-10-15","2018-10-23","NEON.LTR.HARV041620.20181015.LVS|NEON.LTR.HARV041264.20181015.LVS","NEON.LTR.HARV041.20181015.LVS","NEON.LTR.HARV041.20181015.LVS.CN","A00000032829","NEON.LTR.HARV041.20181015.LVS.LIG","A00000032839","NEON.LTR.HARV041.20181015.LVS.AR","A00000032830",NA,NA,"opiscitelli@battelleecology.org"
