"uid","namedLocation","domainID","siteID","plotID","pitID","collectDate","testProtocolVersion","nrcsDescriptionID","horizonID","horizonName","horizonTopDepth","horizonBottomDepth","remarks","dataQF"
"e213a1c2-f20e-428a-a079-58778f4cc29d","BART_012.basePlot.all","D01","BART","BART_012","1091222","2016-05-19","Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04946","Bw1",7,29,"",NA
"81cb7f98-42f3-423a-a0a0-f5ecab108ead","BART_012.basePlot.all","D01","BART","BART_012","1091222","2016-05-19","Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04944","Oa",0,3,"",NA
"8a389f0a-9dd9-4f25-9f15-98c4a52fd1eb","BART_012.basePlot.all","D01","BART","BART_012","1091222","2016-05-19","Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04945","A",3,7,"",NA
"74111734-f973-45ab-bdfc-7455e1f64c98","BART_012.basePlot.all","D01","BART","BART_012","1091222","2016-05-19","Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04948","C",52,100,"",NA
"1199fd7d-be8b-4cdd-9830-6bedbd0c8fa8","BART_062.basePlot.all","D01","BART","BART_062","1091223","2016-05-23","Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04949","Oa",0,13,"",NA
"553100da-69dc-489a-9674-a3a803c276cc","BART_062.basePlot.all","D01","BART","BART_062","1091223","2016-05-23","Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04951","Bs1",36,62,"",NA
"0f2852f1-d092-468d-b112-cdddd35a4b90","BART_062.basePlot.all","D01","BART","BART_062","1091223","2016-05-23","Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04950","E",13,36,"",NA
"2faebbb4-78c4-4262-be2b-e1c51f3cea48","BART_062.basePlot.all","D01","BART","BART_062","1091223","2016-05-23","Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04952","Bs2",62,100,"",NA
"f3448cbe-6f3f-476b-87e8-3ab24bd9b947","BART_027.basePlot.all","D01","BART","BART_027","1091224","2016-05-31","Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04956","Bhs",35,47,"30% cemented",NA
"d5080342-6f18-45e1-9a72-83117688335c","BART_027.basePlot.all","D01","BART","BART_027","1091224","2016-05-31","Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04953","Oa1",0,24,"decomposed log makes up 10% of horizon",NA
"493e3101-b1b3-4219-a3fc-39ddf8159ba6","BART_027.basePlot.all","D01","BART","BART_027","1091224","2016-05-31","Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04954","Oa2",24,30,"",NA
"b1f24d1c-107c-43f2-a375-f3fbe8068f39","BART_027.basePlot.all","D01","BART","BART_027","1091224","2016-05-31","Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04957","BC",47,73,"",NA
"78b67fee-1b25-4a37-b66a-81a82e18f3be","BART_027.basePlot.all","D01","BART","BART_027","1091224","2016-05-31","Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04955","E",30,35,"",NA
"ba2ad7db-8422-4a72-8ace-b1aff1667b92","BART_027.basePlot.all","D01","BART","BART_027","1091224","2016-05-31","Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04958","C",73,100,"consistence is firm in place but friable in hand",NA
"e7fd18c2-c246-4c02-a436-f9ddf06429a9","BART_030.basePlot.all","D01","BART","BART_030","1091225","2016-06-02","Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04962","Bhs",36,50,"70% cemented by iron",NA
"b0899435-3123-4bf9-8558-eb320b0b9310","BART_030.basePlot.all","D01","BART","BART_030","1091225","2016-06-02","Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04964","C",76,100,"iron stains",NA
"e8ad7ce7-4768-40d5-8eb1-5e208e49efb8","BART_030.basePlot.all","D01","BART","BART_030","1091225","2016-06-02","Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04959","Oe",0,4,"",NA
"2436d30a-89b8-4aa1-961e-eb355a1f2789","BART_030.basePlot.all","D01","BART","BART_030","1091225","2016-06-02","Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04960","Oa",4,18,"",NA
"871d5cbd-6596-4fe5-8784-ed5103d6c187","BART_030.basePlot.all","D01","BART","BART_030","1091225","2016-06-02","Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04963","BC",50,76,"iron stains",NA
"4b82fa3c-b41e-4b82-b891-d059ba6d6246","BART_030.basePlot.all","D01","BART","BART_030","1091225","2016-06-02","Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04961","E",18,36,"",NA
"59b1b704-535c-4a3e-868a-88fe8704dbaa","BART_019.basePlot.all","D01","BART","BART_019","1091226","2016-06-07","Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04970","C",79,100,"",NA
"4cac102a-fca9-4879-93b5-b6e8acef67c0","BART_019.basePlot.all","D01","BART","BART_019","1091226","2016-06-07","Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04968","Bs",34,57,"",NA
"6d0b7761-83f8-480b-8252-49235337f8ae","BART_019.basePlot.all","D01","BART","BART_019","1091226","2016-06-07","Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04966","E",9,12,"",NA
"6313ec22-ec98-4b1e-ad7d-df8f78df2020","BART_019.basePlot.all","D01","BART","BART_019","1091226","2016-06-07","Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04965","Oa",0,9,"",NA
"9b12dca8-06d5-41fa-a312-ceab723eea5e","BART_019.basePlot.all","D01","BART","BART_019","1091226","2016-06-07","Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04969","BC",57,79,"",NA
"81af195b-ae02-4c17-885d-10bc79a57b02","BART_019.basePlot.all","D01","BART","BART_019","1091226","2016-06-07","Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04967","Bhs",12,34,"50% cemented",NA
"7b473fae-7673-40e6-905f-7376c1953840","BART_023.basePlot.all","D01","BART","BART_023","1091227","2016-06-10","Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04973","Bhs1",29,37,"",NA
"dac6ff6d-00b6-4f6d-979b-23eefc6aa0d3","BART_023.basePlot.all","D01","BART","BART_023","1091227","2016-06-10","Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04972","E",23,29,"",NA
"a9c298d9-43bc-4935-910a-784a1a9017b5","BART_023.basePlot.all","D01","BART","BART_023","1091227","2016-06-10","Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04975","Bhs3",64,80,"",NA
"e1e22512-d36c-4a89-9d4a-a63ff56badab","BART_023.basePlot.all","D01","BART","BART_023","1091227","2016-06-10","Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04971","Oa",0,23,"",NA
"b28e099b-a932-4598-917b-620e79a070cc","BART_023.basePlot.all","D01","BART","BART_023","1091227","2016-06-10","Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04974","Bhs2",37,64,"",NA
"b29f985a-f0fc-4731-9bfe-387c42e0095a","BART_023.basePlot.all","D01","BART","BART_023","1091227","2016-06-10","Field Book for Describing and Sampling Soils ver3","S2016NH003008","5336680","R",80,200,"",NA
"44bd9d71-a7d9-4a6e-8e47-0ae5426fd6fc","BART_024.basePlot.all","D01","BART","BART_024","1091228","2016-06-14","Field Book for Describing and Sampling Soils ver3","S2016NH003009","5336682","R",20,200,"granite bedrock",NA
"2dd7e42f-4159-4c87-9d10-1462a1603d71","BART_024.basePlot.all","D01","BART","BART_024","1091228","2016-06-14","Field Book for Describing and Sampling Soils ver3","S2016NH003009","16N04977","E",14,20,"E horizon is mixed with Cr",NA
"8af73c2b-55a5-43c9-bc57-347766fdcbe8","BART_024.basePlot.all","D01","BART","BART_024","1091228","2016-06-14","Field Book for Describing and Sampling Soils ver3","S2016NH003009","16N04976","Oa",0,14,"",NA
"e5fbf7aa-aa55-42ec-8ad9-37c5d1f62cb5","BART_015.basePlot.all","D01","BART","BART_015","1091229","2016-06-16","Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04979","E",20,25,"",NA
"a6969f78-332a-459a-8488-70f87faf3980","BART_015.basePlot.all","D01","BART","BART_015","1091229","2016-06-16","Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04980","Bhs1",25,38,"20% cemented",NA
"ef4f9a73-6a3e-492e-ab73-78af8db62def","BART_015.basePlot.all","D01","BART","BART_015","1091229","2016-06-16","Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04978","Oa",0,20,"",NA
"7824acc3-fab2-4969-bef2-84ffc149e9ce","BART_015.basePlot.all","D01","BART","BART_015","1091229","2016-06-16","Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04982","Cd",61,100,"",NA
"c231e74c-7e21-41c7-bfa4-08e5be95aae7","BART_015.basePlot.all","D01","BART","BART_015","1091229","2016-06-16","Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04981","Bhs2",38,61,"40% cemented",NA
"1adaf24e-1f23-4d09-8a73-2e817dcd6954","BART_010.basePlot.all","D01","BART","BART_010","1091230","2016-06-20","Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04987","BC",34,88,"",NA
"446080ac-9500-4815-b158-c96d6a6ef946","BART_010.basePlot.all","D01","BART","BART_010","1091230","2016-06-20","Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04986","Bs",19,34,"30% cemented",NA
"8ffa675e-81e5-4131-bee1-ed8fd9c96c08","BART_010.basePlot.all","D01","BART","BART_010","1091230","2016-06-20","Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04984","E",4,12,"",NA
"2c0491e7-c820-4652-8e36-89950d871122","BART_010.basePlot.all","D01","BART","BART_010","1091230","2016-06-20","Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04985","Bhs",12,19,"",NA
"d919185f-6e82-45fb-a686-fc7d3995e49b","BART_010.basePlot.all","D01","BART","BART_010","1091230","2016-06-20","Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04983","Oe",0,4,"",NA
"9993c139-c0d9-489f-a4cc-e480db4b2be0","BART_010.basePlot.all","D01","BART","BART_010","1091230","2016-06-20","Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04988","Cd",88,100,"",NA
"310a8651-1b5a-476a-b9ab-32243c5897a4","BART_005.basePlot.all","D01","BART","BART_005","1091231","2016-06-21","Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04993","C",76,100,"thin band of vfs at top of horizon",NA
"054eca72-72f9-463f-a160-1f235d4c7729","BART_005.basePlot.all","D01","BART","BART_005","1091231","2016-06-21","Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04990","E",22,29,"",NA
"73e3d6ce-a01c-4559-8cdd-edfb3ba0b614","BART_005.basePlot.all","D01","BART","BART_005","1091231","2016-06-21","Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04989","Oa",0,22,"",NA
"b23d089b-ca13-468c-b669-21a8a33e8aba","BART_005.basePlot.all","D01","BART","BART_005","1091231","2016-06-21","Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04992","Bhs2",36,76,"80% cemented",NA
"8cc916fc-d1cb-427d-8986-3998ca09e780","BART_005.basePlot.all","D01","BART","BART_005","1091231","2016-06-21","Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04991","Bhs1",29,36,"80% cemented",NA
"fd3535f0-5fd6-4025-8c11-0f6636494288","BART_004.basePlot.all","D01","BART","BART_004","1091232","2016-06-22","Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04997","Bhs2",25,77,"",NA
"9c8b426a-0356-4a74-b344-19ffc2c1e203","BART_004.basePlot.all","D01","BART","BART_004","1091232","2016-06-22","Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04995","E",17,20,"",NA
"dc482d11-f882-456d-8734-766030952e61","BART_004.basePlot.all","D01","BART","BART_004","1091232","2016-06-22","Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04998","Cd",77,100,"",NA
"abfb8270-b07e-4fa4-88f5-9a83a791cc4f","BART_004.basePlot.all","D01","BART","BART_004","1091232","2016-06-22","Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04996","Bhs1",20,25,"30% cemented",NA
"dd23c0ec-effe-47ca-8da1-233dd438780f","BART_004.basePlot.all","D01","BART","BART_004","1091232","2016-06-22","Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04994","Oa",0,17,"",NA
"d703607c-f88c-4d0e-ac49-d3394bfc0335","BART_013.basePlot.all","D01","BART","BART_013","1091233","2016-06-23","Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N04999","Oa",0,23,"significant tree throw evident in Oa",NA
"d56992c3-6115-4c29-ba2f-2e0d736d4183","BART_013.basePlot.all","D01","BART","BART_013","1091233","2016-06-23","Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05003","Cd",70,100,"",NA
"68f17bff-dcf0-4be7-9dc1-2b1636ca5c20","BART_013.basePlot.all","D01","BART","BART_013","1091233","2016-06-23","Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05000","E",23,35,"pocket of B material just above E horizon",NA
"3d502555-dd8c-4d46-a0de-eb7b66ca3397","BART_013.basePlot.all","D01","BART","BART_013","1091233","2016-06-23","Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05002","Bs",40,70,"",NA
"28125ba1-f5df-487f-9082-4c336493b778","BART_013.basePlot.all","D01","BART","BART_013","1091233","2016-06-23","Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05001","Bhs",35,40,"",NA
"8515f46e-b405-4031-84ba-c77062ffedad","BART_011.basePlot.all","D01","BART","BART_011","1091234","2016-06-24","Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05008","BC",55,100,"",NA
"50b2d5da-2430-4d80-80e7-63ca8f7fafd3","BART_011.basePlot.all","D01","BART","BART_011","1091234","2016-06-24","Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05006","Bhs",15,24,"",NA
"24f504ba-f60b-4cab-91eb-f2794777dc5f","BART_011.basePlot.all","D01","BART","BART_011","1091234","2016-06-24","Field Book for Describing and Sampling Soils ver3","S2016NH003015","5336715","2Cd",100,125,"includes bands of organic matter that are very smeary",NA
"9091ec71-4b9b-4765-823c-12bb4f0db84e","BART_011.basePlot.all","D01","BART","BART_011","1091234","2016-06-24","Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05004","Oa",0,9,"",NA
"9b8b635a-5399-4f6b-9c36-f0018ca2561c","BART_011.basePlot.all","D01","BART","BART_011","1091234","2016-06-24","Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05005","E",9,15,"",NA
"546d9b33-f717-41bc-a392-d1c275bb8787","BART_011.basePlot.all","D01","BART","BART_011","1091234","2016-06-24","Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05007","Bs",24,55,"",NA
"b817fe8c-3e00-4282-a816-6dedcb491047","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030","2016-10-25","Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02409","C",78,100,"Pockets of firmer soil in the C horizon.",NA
"49ab6ee8-8bb2-44da-aaba-82f75b3ec4ee","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030","2016-10-25","Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02405","BA",6,14,"Small pieces of charcoal present, most likley from the 1957 forest fire that burned through the forest, a detailed fire record is available at Harvard Forest.",NA
"27aff7f8-4608-4c24-afda-f3a79b156f48","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030","2016-10-25","Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02407","Bw2",33,53,"",NA
"91a58cd0-a6e5-483e-88ac-6252e3bcf65e","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030","2016-10-25","Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02406","Bw1",14,33,"",NA
"423f02f1-8177-4430-b1dd-dee0f3b63c90","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030","2016-10-25","Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02404","Oa",0,6,"2cm of Oe at the surface of horizon, too thin to sample.",NA
"62e526c6-422e-4c16-adb3-74854a3e9d00","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030","2016-10-25","Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02408","BC",53,78,"",NA
"96b960f1-8e0f-4e55-8fa4-318b5c35732e","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03400","C3",99,155,"redox 2 chroma colors associated with parent materials",NA
"8df945db-3311-4a1c-8c3d-e00eeef2fa5f","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03393","Oe",0,7,"",NA
"f7f68a13-98e9-455e-9346-73ace7521f85","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","5440441","C4",155,170,"",NA
"500f9094-f6a6-435e-afa6-416749327f03","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03397","Bw2",46,61,"",NA
"3410131b-6882-4492-b88e-92f57a3cd49e","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03396","Bw1",29,46,"",NA
"1b17c81f-b86b-4b8f-a5c2-e631c470905d","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03399","C2",90,99,"",NA
"1285359e-2975-404f-8c94-387b9acf6295","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03394","Ap1",7,19,"stripped sand grains",NA
"9714c8e8-e7b2-43a7-ba6c-f5b457ce6f47","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03398","C1",61,90,"",NA
"83537205-6e71-465b-b769-b87da6b2617f","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529","2017-05-09","Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03395","Ap2",19,29,"charcoal fragments at 20 cm. Approximately 2 cm in diameter.",NA
"d0fc4969-a09a-4da0-8cef-be2decd593f8","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03406","Bw2",31,48,"",NA
"4ee31c6e-1c2f-4eab-8ed0-03329480703e","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03408","BC2",90,100,"",NA
"816ec9c2-0d89-4f3b-b98d-8782ac5f7b54","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03409","C",100,112,"",NA
"4d12120c-5b66-4762-a0a4-1d9552df779d","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03407","BC1",48,90,"",NA
"9518e14d-6750-41ad-bf64-e26087bacb40","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03403","A1",5,12,"",NA
"5b5cb31f-f46f-45d2-a676-865605a04036","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03405","Bw1",20,31,"",NA
"58fafafd-22ab-49b1-98aa-314859db59b7","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03402","Oe",0,5,"Thin 2cm Oi at surface (slightly decomposed plant material, mostly pine needles)",NA
"3953cf16-1ddc-4351-8bf2-0997596d48b2","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925","2017-05-16","Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03404","A2",12,20,"",NA
"027dc174-121a-495c-a506-1255daf83f38","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530","2017-05-23","Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03392","2Cd",83,132,"",NA
"d30434bb-6077-431f-a9ef-a04e8f3d3286","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530","2017-05-23","Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03390","Bw2",33,55,"",NA
"a293c296-c5b6-43bc-a2d7-242459f852a1","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530","2017-05-23","Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03388","A",8,15,"",NA
"d28ab995-2861-46e0-a6a7-11f82096a63c","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530","2017-05-23","Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03387","Oe",0,8,"",NA
"6951d967-1607-4ee0-9064-f2c21788b22a","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530","2017-05-23","Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03391","2BC",55,83,"",NA
"20c8bbc8-6286-4e4a-9f24-e812aea46210","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530","2017-05-23","Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03389","Bw1",15,33,"",NA
"f01a4f30-8b76-40c8-b801-a14d64078c55","HARV_005.basePlot.all","D01","HARV","HARV_005","1111532","2017-05-30","Field Book for Describing and Sampling Soils ver3","S2017MA027005","17N03380","2Cd2",83,100,"",NA
"970a859c-135c-4a4c-9d03-b244b3dc50df","HARV_005.basePlot.all","D01","HARV","HARV_005","1111532","2017-05-30","Field Book for Describing and Sampling Soils ver3","S2017MA027005","17N03377","Bw",20,46,"",NA
"9a398882-e5ee-498f-a890-6a0c33607f8d","HARV_005.basePlot.all","D01","HARV","HARV_005","1111532","2017-05-30","Field Book for Describing and Sampling Soils ver3","S2017MA027005","17N03379","2Cd1",63,83,"",NA
"11673fdb-6cc9-4f34-a7d1-cf28b6c5a559","HARV_005.basePlot.all","D01","HARV","HARV_005","1111532","2017-05-30","Field Book for Describing and Sampling Soils ver3","S2017MA027005","17N03376","A",6,20,"",NA
"506b7182-ca56-4fa8-9d48-9172cca683c7","HARV_005.basePlot.all","D01","HARV","HARV_005","1111532","2017-05-30","Field Book for Describing and Sampling Soils ver3","S2017MA027005","17N03378","BC",46,63,"",NA
"f9b8b02a-bad5-468d-808e-b1ca77963fcd","HARV_005.basePlot.all","D01","HARV","HARV_005","1111532","2017-05-30","Field Book for Describing and Sampling Soils ver3","S2017MA027005","17N03375","Oe",0,6,"",NA
"e886f724-f323-4982-8e04-9eaf49eccbcf","HARV_031.basePlot.all","D01","HARV","HARV_031","1215926","2017-06-14","Field Book for Describing and Sampling Soils ver3","S2017MA027031","17N03415","2C",77,104,"",NA
"c4d0ca47-d8f9-4261-b269-c3a093185fbc","HARV_031.basePlot.all","D01","HARV","HARV_031","1215926","2017-06-14","Field Book for Describing and Sampling Soils ver3","S2017MA027031","17N03412","Ap",11,24,"",NA
"17541424-282d-4018-8e54-f4d36a6fbf02","HARV_031.basePlot.all","D01","HARV","HARV_031","1215926","2017-06-14","Field Book for Describing and Sampling Soils ver3","S2017MA027031","17N03410","Oe",0,4,"",NA
"6aaa831c-e173-4561-843f-5f49a95f9c67","HARV_031.basePlot.all","D01","HARV","HARV_031","1215926","2017-06-14","Field Book for Describing and Sampling Soils ver3","S2017MA027031","17N03414","2CB",54,77,"",NA
"796c1d96-e952-4e5a-a602-85616fb95ac3","HARV_031.basePlot.all","D01","HARV","HARV_031","1215926","2017-06-14","Field Book for Describing and Sampling Soils ver3","S2017MA027031","17N03413","Bw",24,54,"",NA
"521d862e-bb85-40b6-a270-e6e9d0662bb1","HARV_031.basePlot.all","D01","HARV","HARV_031","1215926","2017-06-14","Field Book for Describing and Sampling Soils ver3","S2017MA027031","17N03411","A",4,11,"",NA
"ee037a3d-76ba-45c5-8637-966b76ab8273","HARV_058.basePlot.all","D01","HARV","HARV_058","1111533","2017-06-21","Field Book for Describing and Sampling Soils ver3","S2017MA027058","17N03416","Oe",0,5,"",NA
"9f916803-61e5-438d-954c-a37889d76342","HARV_058.basePlot.all","D01","HARV","HARV_058","1111533","2017-06-21","Field Book for Describing and Sampling Soils ver3","S2017MA027058","17N03418","Bw1",12,43,"",NA
"4534132d-474c-4463-a3a3-662d6904d189","HARV_058.basePlot.all","D01","HARV","HARV_058","1111533","2017-06-21","Field Book for Describing and Sampling Soils ver3","S2017MA027058","17N03420","2BC",66,89,"",NA
